municipality,m2_price,population,pop_density,size,avg_income,homes_per_capita,unemp_rate,net_labor_participation,multy_family,distance_to_urban_center,station_count,traffic,has_station,log_traffic,log_avg_income,log_distance,log_homes_per_capita,log_multy_family,log_m2_price,c_log_multy_fam,c_log_traffic,c_log_distance,traffic_x_multy_fam,traffic_x_distance,traffic_x_c_multy_fam,traffic_x_c_distance
Cranendonck,2575.99358974359,20851.0,273.0,7650.0,36.6,0.4383003213275143,2.9,71.2,9.508698982383192,17.817330516095986,1,59.0,1,4.07753744390572,3.600048240407321,2.8801716081329034,-0.824850938435319,2.2522070619812817,7.853990598767573,-0.9181647812289402,-0.5744273770337909,-0.477132583862351,9.183458626657567,11.744007577036065,0.5274189869661445,0.27407801864540554
Culemborg,3560.2916666666665,29729.0,1016.0,2927.0,36.4,0.43805711594739144,3.2,74.1,25.332104737771633,17.172261826082536,1,168.0,1,5.123963979403259,3.5945687746426946,2.8432953975138684,-0.8254059754008812,3.2320725532489694,8.177597749329042,0.06170071003874744,0.4719991584637482,-0.514008794481386,16.56102334166564,14.568943199664131,0.02912268321490453,-0.24261171843817989
Dalfsen,2889.8662420382166,29612.0,179.0,16502.0,36.7,0.41645278940969876,2.6,76.4,13.712293220888744,80.72179012927899,1,82.0,1,4.406719247264253,3.6027767550605247,4.391008552822229,-0.875982174556948,2.6182927458806304,7.9689654970036266,-0.5520790973295915,-0.24524557367525723,1.0337043608269747,11.538081038244547,19.349941904623673,0.13539495493871384,-0.2535114189816265
Dantumadiel,2260.2312925170068,19194.0,227.0,8460.0,31.6,0.43049911430655413,3.1,71.8,9.778530799951591,39.37511952509529,2,87.5,1,4.471638793363569,3.4531571205928664,3.6731341326991656,-0.8428100124763886,2.2801892478080026,7.723222428851449,-0.8901825954022193,-0.18032602757594152,0.3158299407039111,10.19618269670876,16.424929081005438,0.1605230912461238,-0.05695235859668145
Delft,4411.102272727273,106086.0,4681.0,2266.0,29.7,0.4978602266086006,4.6,72.0,67.1008785216601,9.100448748682293,2,234.0,1,5.455321115357702,3.391147045808654,2.2083237253489667,-0.6974359108131701,4.206197136614134,8.391879885673212,1.0358252934039118,0.8033562944181911,-1.1489804666462877,22.94615605472819,12.0471150484416,0.8321367693736021,-0.9230406900438457
Deurne,2544.0925925925926,32977.0,282.0,11676.0,35.5,0.4339994541650241,2.9,74.0,14.721911682504194,25.315646570185585,1,144.0,1,4.969813299576001,3.56953269648137,3.2314226460866444,-0.8347120025667993,2.6893369746037252,7.84152932025703,-0.4810348686064967,0.31784847863649013,-0.12588154590861,13.36550266342708,16.05956724307248,-0.1528962011576789,-0.040011257855461176
Deventer,3253.6814159292035,102781.0,787.0,13056.0,33.3,0.4574289022290112,3.6,73.3,32.8384558119749,78.45215920339288,2,162.0,1,5.087596335232384,3.505557396986398,4.362489002106757,-0.7821338113070735,3.491600261918841,8.087542377616918,0.32122841870861896,0.43563151429287306,1.0051848101115022,17.763852696634725,22.194583059609915,0.13993722247594076,0.43789018097306776
Diemen,5674.8,32785.0,2744.0,1195.0,35.1,0.4867774897056581,4.2,73.9,64.1017607619525,6.533264237681883,2,131.0,1,4.875197323201151,3.55820113047182,1.876906701647419,-0.7199481602985334,4.160471832534577,8.64379059943783,0.9900999893243547,0.2232325022616406,-1.4803974903478354,20.283121141226356,9.1502905277698,0.22102249810609934,-0.33047283611220024
Dijk en Waard,3376.361344537815,88985.0,1438.0,6190.0,36.5,0.4209585885261561,3.1,74.9,21.22587362182653,35.3718308828878,1,159.0,1,5.0689042022202315,3.597312260588446,3.5659157656008436,-0.8652208146838124,3.0552208913893013,8.124553883322848,-0.11515095182092061,0.41693938128072094,0.20861157360558913,15.486622015074271,18.07528540901749,-0.04801096660610075,0.08697838042711191
Doetinchem,2908.9761904761904,59195.0,749.0,7904.0,34.1,0.45334910043077964,3.2,72.8,25.05589506632881,80.94454146274435,4,97.75,1,4.582413198865475,3.5292973842894715,4.393764246877181,-0.7910928091629579,3.2211091318338188,7.975556473682123,0.05073728862359683,-0.06955162207403554,1.0364600548819265,14.760453000701403,20.134043277593218,-0.0035288607234096694,-0.07208747803198189
Dordrecht,3240.875,121434.0,1566.0,7756.0,34.3,0.4660638700858079,3.7,72.0,44.262845430772494,22.415221293613723,3,238.0,1,5.472270673671475,3.5351453541718945,3.109740250126759,-0.7634325939784178,3.7901456215481515,8.083598634054665,0.6197737783379296,0.8203058527319644,-0.24756394186849562,20.740702733742296,17.01734037350446,0.5084040577404069,-0.20307815044012278
Drechterland,3037.4794520547944,20385.0,346.0,5888.0,38.1,0.42197694383124845,2.8,74.3,11.880957916763544,37.41655465483232,1,83.0,1,4.418840607796598,3.6402142821326553,3.622113244315002,-0.8628046019096722,2.4749369434080597,8.018783322870298,-0.6954348998021622,-0.23312421314291232,0.2648090523197477,10.936351867267526,16.00554109001701,0.16212271380849913,-0.061733401955161485
Dronten,2897.0814814814817,43593.0,131.0,33360.0,35.1,0.4208015048287569,3.1,74.6,13.622982991713911,56.094483157956574,1,77.0,1,4.343805421853684,3.55820113047182,4.027037468262648,-0.8655940414510652,2.611758292285303,7.971459123532424,-0.5586135509249188,-0.30815939908582646,0.6697332762673938,11.344969830600219,17.492667188647225,0.1721420161742227,-0.20638460396234187
Duiven,2957.2109375,24937.0,736.0,3388.0,35.9,0.4356979588563179,3.0,74.3,13.83341003221353,63.32896995207005,1,107.0,1,4.672828834461906,3.580737295494233,4.148342885625342,-0.8308060306153696,2.627086683050536,7.992001852276132,-0.543285160159686,0.020864013522395197,0.7910386936300879,12.27592640318943,19.38449625118501,-0.011335108928088328,0.016504242000635987
Echt-Susteren,2024.61875,31967.0,310.0,10302.0,34.6,0.4664497763318422,3.1,68.7,15.954664341761116,30.169213000896153,2,68.5,1,4.22683374526818,3.543853682063679,3.4068219673450284,-0.7626049250868219,2.7697512217001417,7.6131366902103785,-0.40062062151008027,-0.4251310756713309,0.049517775349773974,11.707277929879925,14.400070055694895,0.17031627575869754,-0.021051545099300722
Ede,3573.233333333333,122012.0,384.0,31815.0,36.4,0.423876340032128,3.1,75.7,32.51092462972272,41.45822972924833,4,123.0,1,4.812184355372417,3.5945687746426946,3.7246864078145197,-0.8583135171561874,3.4815761753054817,8.181226160490466,0.3112043320952598,0.16021953443290649,0.3673822158192652,16.753986402842376,17.92387766035332,0.04986101320180614,0.058861807577492244
Eemsdelta,1836.1702127659576,45394.0,169.0,26807.0,31.0,0.5196061153456404,3.7,68.1,20.248441938355874,21.807330148087274,5,61.2,1,4.11414718951828,3.4339872044851463,3.082246158602357,-0.6546842249215395,3.008077849276654,7.51543727536146,-0.16229399393356791,-0.5378176314212304,-0.27505803339289736,12.375675029453738,12.680814370817403,0.08728457141124303,0.14793106002274975
Eijsden-Margraten,2346.7251461988303,25991.0,335.0,7756.0,38.6,0.441999153553153,2.8,71.6,15.215877437325906,8.015425791865475,1,34.0,1,3.5263605246161616,3.6532522764707855,2.0813679090254475,-0.816447311944388,2.722339450915567,7.760776080428657,-0.44803239229465497,-1.125604296323349,-1.2759362829698069,9.599950374313892,7.33965363159022,0.5043071856588918,1.436199361945659
Eindhoven,3743.287037037037,243730.0,2769.0,8802.0,33.3,0.48550855454806546,4.1,73.9,40.75279085293198,3.007639412129022,2,281.0,1,5.638354669333745,3.505557396986398,1.101155522614963,-0.7225583713275845,3.707524324530246,8.227719391321925,0.5371524813200241,0.9863898483942348,-2.2561486693802912,20.904337086883555,6.208705382598717,0.5298417546138456,-2.22544214394488
Elburg,3037.5736434108526,24037.0,377.0,6382.0,35.2,0.40608228980322003,2.8,76.2,15.264829423214834,61.13067970355045,1,74.0,1,4.30406509320417,3.5610460826040513,4.1130138629637765,-0.9011994556736964,2.725551451752631,8.018814332099218,-0.4448203914575908,-0.3478997277353404,0.755709670968522,11.73095086322045,17.70267939544723,0.15475289307922335,-0.2629111887769125
Emmen,2253.507575757576,108765.0,324.0,33533.0,31.5,0.4627591596561394,3.5,67.8,20.517762059922116,58.55049560472552,3,75.0,1,4.31748811353631,3.449987545831587,4.069889554648816,-0.7705485337619442,3.021290952947637,7.720243203898993,-0.1490808902625851,-0.33447670740320046,0.7125853626535612,13.044387776886213,17.57169977560185,0.04986408531176731,-0.23834320584407867
Enkhuizen,3041.8125,18885.0,1491.0,1266.0,34.8,0.4727032036007413,3.3,72.8,26.64949031029461,45.990299002378194,1,81.0,1,4.394449154672439,3.5496173867804286,3.82843048299576,-0.7492875639671952,3.282770025111687,8.020208833838726,0.11239818190146522,-0.25751566626707145,0.4711262910005054,14.425965961836075,16.823843099722914,-0.02894429269956331,-0.12132240072292934
Enschede,3093.03738317757,161235.0,1146.0,14073.0,29.2,0.47792972989735477,4.4,70.3,37.0560220091099,112.97458495233305,4,114.0,1,4.736198448394496,3.3741687092742363,4.727162881489604,-0.7382915658804418,3.6124308758922226,8.036908858993398,0.44205903268200064,0.08423362745498508,1.3698586894943494,17.109189509333113,22.388781504619114,0.03723623587204672,0.11538816651684111
Ermelo,3740.0763358778627,27496.0,321.0,8564.0,37.5,0.4235888856560954,2.9,73.7,23.499613634412295,43.27377462520007,1,71.0,1,4.2626798770413155,3.624340932976365,3.76754678466368,-0.858991903427018,3.156983979926119,8.226861300862812,-0.01338786328410313,-0.3892849438981951,0.41024259266842567,13.457212083372871,16.05984586479758,0.005211693607468793,-0.1597012646715782
Etten-Leur,3185.818897637795,44578.0,806.0,5529.0,35.6,0.4434025752613397,3.2,73.8,20.105231205099667,40.30491935641916,1,77.0,1,4.343805421853684,3.572345637857985,3.6964735299003944,-0.813277173830009,3.000980040163724,8.06646464567727,-0.1693918030464978,-0.30815939908582646,0.3391693379051399,13.035673369337871,16.056761760919958,0.05219967623687343,-0.10451821935718554
Geldrop-Mierlo,3266.5112781954886,40441.0,1304.0,3101.0,36.8,0.45270888454785985,3.3,73.5,22.017697181559974,8.655620995181726,1,59.0,1,4.07753744390572,3.6054978451748854,2.158208935930845,-0.7925059990472303,3.0918465473317247,8.091477806959825,-0.07852529587849721,-0.5744273770337909,-1.1990952560644095,12.607120067555726,8.80017774802994,0.045107079742287504,0.6887931427547406
Gilze en Rijen,3062.8030303030305,26815.0,410.0,6538.0,35.3,0.42916278202498603,2.9,73.8,15.415363225582205,40.54459132866228,1,63.0,1,4.143134726391533,3.5638829639392506,3.7024023888947983,-0.845918986745587,2.735364624186178,8.027085798628262,-0.43500721902404393,-0.508830094547978,0.3450981968995439,11.332984163808678,15.339551908505006,0.22134476438505726,-0.17559634815673167
Goes,2849.818181818182,39433.0,426.0,9248.0,34.9,0.483757259148429,2.8,73.8,26.252883204026002,63.02298899804319,1,114.0,1,4.736198448394496,3.5524868292083815,4.1434995645608375,-0.7261720287591498,3.267775819349911,7.955010475374385,0.09740397613968899,0.08423362745498508,0.786195372565583,15.4768347653061,19.624436208596308,0.008204690238784819,0.06622408811952252
Gooise Meren,5293.2338709677415,60341.0,1456.0,4143.0,46.3,0.45723471603055965,3.3,75.1,32.45378760420442,17.168525974838353,2,148.0,1,4.997212273764115,3.835141961092188,2.843077822350446,-0.7825584181187855,3.4798171575776706,8.574184655837037,0.3094453143674487,0.3452474528246041,-0.5142263696448084,17.38938501030209,14.2074633891162,0.10683520657387054,-0.17753534429511342
Gorinchem,3733.3867924528304,38461.0,2055.0,1871.0,37.7,0.462520475286654,3.4,74.0,43.628084771488,29.676546077729686,1,113.0,1,4.727387818712341,3.629660094453965,3.39035703948328,-0.7710644521195213,3.7757010891169602,8.225071087919561,0.6053292459067383,0.07542299777283024,0.033052847488025616,17.849203335790435,16.02753256953889,0.04565574636585293,0.0024929448424750537
Gouda,3559.0686274509803,75316.0,4565.0,1650.0,34.9,0.4577646184077752,3.5,73.0,41.75247266293471,18.440703576835446,2,318.5,1,5.763622475012218,3.5524868292083815,2.9145603723265676,-0.7814001605845717,3.73175867500262,8.177254168114667,0.5613868317923982,1.1116576540727072,-0.4427438196686868,21.508448170566915,16.798425666721382,0.624069968457647,-0.4921795559280821
's-Gravenhage,4400.946808510638,562839.0,6827.0,8244.0,33.8,0.48010176977785834,4.7,69.3,78.74583672563097,0.25733695520084854,4,294.0,1,5.683579767338681,3.520460802488973,-1.3573689431098206,-0.7337571771828045,4.36622540933212,8.389574980510067,1.1958535661218983,1.0316149463991708,-4.714673135105075,24.81579039612009,-7.714714661872866,1.2336604125160995,-4.863727273561032
Groningen,3397.3883495145633,238147.0,1284.0,18553.0,28.7,0.5152909757418738,4.8,71.2,60.99009900990099,3.634166000012917,4,242.0,1,5.488937726156687,3.3568971227655755,1.2903796486260481,-0.6630235364310876,4.1107115396863065,8.13076228294361,0.9403396964760846,0.8369729052171762,-2.0669245433692063,22.56343965153181,7.082813534408325,0.7870388476506261,-1.7299598399284097
Haarlem,5022.663366336634,165396.0,5662.0,2921.0,37.6,0.4715954436624828,3.7,75.1,50.532051282051285,17.498666615974525,2,259.5,1,5.558756702605943,3.6270040503958487,2.862124684653722,-0.7516337718107103,3.9226078138103713,8.521715623056394,0.7522359706001494,0.9067918816664324,-0.4951795073415326,21.804822476712847,15.909854774512798,0.6821214712376846,-0.44902475722488533
Haarlemmermeer,4414.226086956522,162300.0,823.0,19721.0,39.7,0.4107147258163894,3.5,76.0,25.684453712176904,16.178712625763882,4,318.75,1,5.764407096472636,3.681351187693145,2.7836963426900305,-0.8898564032536256,3.2458858949438523,8.39258780593009,0.07551405173363035,1.1124422755331258,-0.5736078493052239,18.710607687154777,16.046358952227337,0.08400502354528593,-0.6381056211447655
Halderberge,2808.5845070422533,31041.0,417.0,7444.0,35.6,0.4414161914886763,3.1,72.7,13.30462706174281,37.23704110914612,1,66.0,1,4.189654742026425,3.572345637857985,3.6173039946105603,-0.8177671037102159,2.5881118741039097,7.940435901262458,-0.5822599691063122,-0.4623100789130854,0.25999980261530586,10.843295186234343,15.155254834371265,0.26918465226546984,-0.12020052926446868
Hardenberg,2458.6197183098593,62509.0,200.0,31216.0,34.8,0.41344446399718443,2.9,74.9,15.059588299024917,70.48844102567934,3,98.33333333333333,1,4.58836306767171,3.5496173867804286,4.255448739293229,-0.8832320806794319,2.7120148846159307,7.8073553813385,-0.45835695859429126,-0.06360175326780038,0.8981445472979743,12.44370893554769,19.525543831743192,0.029152306189093508,-0.05712356789606603
Harderwijk,3773.853448275862,48906.0,1256.0,3892.0,35.3,0.44070257228151966,3.1,74.9,32.66366631095439,45.73209502051127,1,72.0,1,4.276666119016055,3.5638829639392506,3.822800349446114,-0.8193850703426987,3.4862633381603656,8.235851893239133,0.3158914949501437,-0.37529870192345527,0.46549615745085937,14.909584300278249,16.34884073423893,-0.11855366800344865,-0.17470010364166388
