municipality,m2_price,population,pop_density,size,avg_income,homes_per_capita,unemp_rate,net_labor_participation,multy_family,distance_to_urban_center,station_count,traffic,has_station,log_traffic,log_avg_income,log_distance,log_homes_per_capita,log_multy_family,log_m2_price,c_log_multy_fam,c_log_traffic,c_log_distance,traffic_x_multy_fam,traffic_x_distance,traffic_x_c_multy_fam,traffic_x_c_distance
Hardinxveld-Giessendam,3253.1478260869567,18681.0,1108.0,1686.0,36.3,0.404153953214496,2.7,77.2,24.82119205298013,27.82207040224493,3,96.33333333333333,1,4.567814399444322,3.591817741270805,3.3258296050865144,-0.9059594012974913,3.2116978065433885,8.087378368443295,0.041325963333166627,-0.08415042149518825,-0.031474586908740054,14.670439487392636,15.191772360212404,-0.0034775972331806664,0.00264859975475741
Harlingen,2386.72,16188.0,649.0,2496.0,31.4,0.4963553249320484,3.5,70.0,23.360298693217175,74.57890013013235,2,64.0,1,4.1588830833596715,3.4468078929142076,4.311857627124262,-0.7004632278241433,3.1510379444029875,7.77767531740562,-0.019333898807234462,-0.4930817375798391,0.9545534351290073,13.104798402002018,17.932511743302467,0.009533192418063947,-0.4706728664062151
Heemskerk,3797.8672566371683,39431.0,1446.0,2727.0,36.1,0.45350105247140576,3.3,72.8,34.07896208477799,23.672351837360203,1,76.0,1,4.330733340286331,3.586292865338835,3.164307778005375,-0.7907576886547638,3.5286802462384825,8.242194939902344,0.3583084030282606,-0.3212314806531795,-0.1929964139898792,15.281773189594777,13.703773193135238,-0.11509993883524434,0.06199652382672291
Heemstede,5448.3,27778.0,3029.0,917.0,48.9,0.4630642954856361,3.2,73.2,35.34167768016792,19.753095448327354,1,178.0,1,5.181783550292085,3.8897773964808264,2.9833102106269016,-0.7698893673974488,3.565062938321864,8.603058912392564,0.394691095111642,0.5298187293525745,-0.3739939813683528,18.4733844895522,15.458867774844894,0.20911473449882628,-0.1981490159940911
Heerenveen,2626.231884057971,51637.0,272.0,18997.0,33.6,0.46497666401998566,3.5,73.3,23.91503540191587,46.474246706746705,3,64.33333333333333,1,4.164077900236776,3.5145260669691587,3.8388983249069533,-0.7657680595573418,3.174507357453802,7.873305354108944,0.004135514243579941,-0.487886920702735,0.48159413291169884,13.218895931312423,15.985471676001021,-0.0020176633098225177,-0.2349634785347924
Heerlen,2144.304347826087,87122.0,1940.0,4491.0,29.3,0.5334358715364661,4.1,64.0,37.18423204372337,20.022701589564207,3,133.0,1,4.890349128221754,3.3775875160230218,2.9968667093165564,-0.6284164187709184,3.6158848016285248,7.670570465393372,0.44551295841830285,0.23838430728224314,-0.360437482678698,17.682939087394345,14.655724499303018,0.10620329797780992,-0.08592263962691693
Heeze-Leende,2839.176470588235,16627.0,160.0,10392.0,41.1,0.4267155830877488,2.7,73.2,9.894291754756871,10.072767993447455,1,59.0,1,4.07753744390572,3.716008121502189,2.309835544177418,-0.8516375694462364,2.2919580004197595,7.951269313959342,-0.8784138427904624,-0.5744273770337909,-1.0474686478178366,9.345544566570851,9.418440920647766,0.5045849596642981,0.6016946678911315
Heiloo,4514.8536585365855,24319.0,1300.0,1871.0,41.3,0.45737900407089105,3.0,73.0,25.54167041265846,29.034295937967865,1,160.0,1,5.075173815233827,3.7208624999669873,3.3684777497946152,-0.782242901221636,3.24031125225025,8.41512805304154,0.06993940904002827,0.423208994294316,0.0111735577993608,16.445142820628,17.09561007295539,0.02959898696136916,0.004728750158956895
Den Helder,2480.311320754717,56539.0,1254.0,4510.0,32.1,0.5043951962362263,3.5,70.4,26.94087944456133,62.44045972449651,2,82.5,1,4.412798293340636,3.4688560301359703,4.134213458280225,-0.6843951986555452,3.293644815013662,7.8161393638428605,0.12327297180343999,-0.2391665275988748,0.7769092662849708,14.534190218562522,18.243450093004867,-0.029482768613022747,-0.18581069147676604
Hellendoorn,2869.462121212121,36261.0,263.0,13793.0,35.2,0.41534982488072586,2.7,75.5,15.41066330256955,92.8451267650437,2,65.0,1,4.174387269895637,3.5610460826040513,4.530932801392181,-0.878634162315718,2.73505969205068,7.9618798769776244,-0.4353121511595419,-0.4775775510438738,1.1736286093969266,11.41719836090104,18.913868206884096,0.20789531109041462,-0.5604986771108114
Helmond,3215.289256198347,94898.0,1785.0,5317.0,33.5,0.4461316360724146,3.8,72.7,27.396839643810377,14.851845587088581,4,81.5,1,4.400603020246818,3.5115454388310208,2.6981241394851727,-0.8071412223652907,3.3104276652749114,8.075672603448336,0.14005582206468947,-0.25136180069269276,-0.6591800525100817,14.567877982117396,11.873373237219297,-0.03520468363167572,0.1656926849796379
Hengelo,2719.823529411765,82311.0,1353.0,6084.0,32.8,0.4801666848902334,3.6,73.2,30.03061508488728,108.13710729499954,3,138.33333333333334,1,4.929666231562589,3.490428515390098,4.683399933965968,-0.7336219751730783,3.4022173641327074,7.908322278292584,0.23184552092248545,0.2777014106230782,1.3260957419707138,16.771796052400887,23.08759850337449,0.0643838282068166,0.3682586581665247
's-Hertogenbosch,3860.478260869565,158753.0,1450.0,10948.0,36.6,0.4739815940486164,3.3,74.3,40.3024745501422,33.5281007101324,3,213.33333333333334,1,5.362855887685607,3.600048240407321,3.512383914380261,-0.7465867891620706,3.696412870296871,8.258546356563365,0.5260410270866491,0.7108910667460968,0.15507972238500667,19.82332952478843,18.836408755046403,0.3739578668978404,0.11024478927696595
Hillegom,3823.973214285714,22453.0,1747.0,1286.0,36.8,0.4508974301875028,3.0,75.5,31.21295930462268,23.614242337082544,1,80.0,1,4.382026634673881,3.6054978451748854,3.161850018864823,-0.7965153928671862,3.4408333709040346,8.249045269514362,0.2704615276938127,-0.2699381862656294,-0.19545417313043156,15.077823476776194,13.855310997509768,-0.07300789424029909,0.05276054499287701
Hilversum,4722.028037383177,93345.0,2047.0,4561.0,38.7,0.46727730462263645,3.6,74.3,41.92535191893255,15.040367730886707,3,188.33333333333334,1,5.238213442478331,3.6558396000357365,2.7107377684147282,-0.7608323974942566,3.7358907016855527,8.45999365523545,0.5655188584753308,0.5862486215388207,-0.6465664235805262,19.56939289319907,14.199423017543744,0.3315346512353701,-0.37904867455736874
Hof van Twente,2556.8129032258066,35455.0,167.0,21243.0,36.7,0.4351431391905232,2.8,74.4,14.791288566243194,101.43271831201484,2,63.0,1,4.143134726391533,3.6027767550605247,4.619395704910632,-0.8320802464099787,2.694038397081994,7.8465168021900915,-0.47633344612822803,-0.508830094547978,1.2620915129153776,11.16176403718259,19.13877875995913,0.24237279242979046,-0.6421901438449322
Het Hogeland,1661.5058139534883,48298.0,101.0,47674.0,32.3,0.47233839910555303,3.1,70.7,10.261692894402314,17.79113310193402,10,66.8,1,4.2017030805425994,3.475067230228611,2.8787001928441356,-0.7500596030229649,2.3284178255861274,7.4154795870082015,-0.8419540176240945,-0.45026174039691114,-0.47860399915111884,9.783320350555533,12.09544346823178,0.37909968130959637,0.21549706961870455
Hollands Kroon,2618.062068965517,49431.0,138.0,35763.0,35.2,0.43397867734822276,2.9,73.5,10.54913294797688,51.51465133711188,1,81.0,1,4.394449154672439,3.5610460826040513,3.941866259192275,-0.8347598766227254,2.356043671518813,7.870189654731781,-0.8143281716914088,-0.25751566626707145,0.5845620671970204,10.353514120677199,17.322330850539302,0.20970226169315928,-0.1505338902086973
Hoogeveen,2438.4761904761904,56433.0,442.0,12754.0,32.0,0.456736306770861,3.2,72.5,26.001939864209504,55.28106382751795,1,72.0,1,4.276666119016055,3.4657359027997265,4.01243042362153,-0.7836490638759696,3.2581711454001865,7.799128611098417,0.08779930218996457,-0.37529870192345527,0.6551262316262756,13.934110147488711,17.159825247611437,-0.03295096414167888,-0.24586802432534613
Hoorn,3387.6071428571427,75216.0,3692.0,2037.0,34.8,0.45641884705381836,3.5,72.4,29.452374016894844,33.94201101777363,2,166.5,1,5.1149953094204985,3.5496173867804286,3.524653510194926,-0.7843443668121739,3.3827745186277527,8.12787909357549,0.21240267541753077,0.46303048848098793,0.1673493181996717,17.30287579560814,18.02858617197954,0.098348914553248,0.07748783655295427
Horst aan de Maas,2247.117283950617,43641.0,231.0,18867.0,35.9,0.4218280974313146,2.8,76.2,12.091911564995382,40.06247127886007,1,84.0,1,4.430816798843313,3.580737295494233,3.690440017772303,-0.8631573999950095,2.4925367633770192,7.717403466617843,-0.6778350798332027,-0.22114802209619722,0.3331358257770485,11.043973762905438,16.351663625869136,0.1499018872125307,-0.07367232895997762
Houten,4234.435483870968,50581.0,921.0,5490.0,40.6,0.4194658073189538,2.8,76.0,25.196776170052317,10.251492496840836,2,168.5,1,5.126935749792416,3.7037680666076866,2.3274233044322767,-0.8687732645757428,3.226716056573839,8.35100530041396,0.05634421336361717,0.4749709288529056,-1.0298808875629777,16.543165904877625,11.932549744393837,0.026761863356803542,-0.48916348177364233
Kampen,2781.3228346456694,55614.0,394.0,14123.0,33.9,0.4196784982198727,3.0,76.4,23.748928877463584,72.84440683332225,2,72.0,1,4.276666119016055,3.5234150143864045,4.288325753212242,-0.8682663412633407,3.1675374295673495,7.930681933309426,-0.002834413642872402,-0.37529870192345527,0.9310215612169879,13.546500005745889,18.339737456066803,0.0010637517608841447,-0.3494111833874843
Kapelle,2736.3795620437954,13051.0,351.0,3713.0,36.6,0.4237223201287258,2.4,76.3,9.52983725135624,60.24487002752045,1,80.0,1,4.382026634673881,3.600048240407321,4.098417423974298,-0.8586769436511471,2.2544276400130734,7.914390997937665,-0.9159442031971485,-0.2699381862656294,0.7411132319790434,9.878961964482269,17.95937431186689,0.24724831693155536,-0.20005476165788164
Kerkrade,1895.2421875,45620.0,2082.0,2191.0,29.7,0.5297457255589654,3.8,63.9,36.268465262548105,25.380133770770964,4,61.0,1,4.110873864173311,3.391147045808654,3.2339667329883075,-0.6353581506553982,3.5909486381604454,7.547101912780443,0.4205767949502235,-0.5410909567661992,-0.12333745900694693,14.76193690420252,13.294429320247582,-0.22757030037327802,0.06673678369918079
Koggenland,2698.135135135135,23509.0,293.0,8026.0,38.0,0.4169892381641074,2.7,75.7,15.9849025808426,30.853882448819533,1,68.0,1,4.219507705176107,3.6375861597263857,3.429262591665446,-0.8746948652762959,2.7716446880823864,7.900316122665026,-0.3987271551278355,-0.4324571157634036,0.07195839967019158,11.694976117374058,14.469799928604536,0.17243239548313097,-0.031118921976321302
Land van Cuijk,2618.9668874172185,91423.0,268.0,34126.0,36.1,0.43608282379707514,2.8,74.2,16.913313935988764,37.70260997955193,3,90.66666666666667,1,4.507189777627888,3.586292865338835,3.629729322284505,-0.8299230908364296,2.8281011186353266,7.870535201211756,-0.34227072457489527,-0.14477504331162283,0.27242513028925064,12.746788452011138,16.35987889695692,0.04955225897463099,-0.03944036003680075
Landgraaf,2039.7293233082708,37175.0,1512.0,2458.0,32.2,0.48793544048419635,3.5,66.2,23.54595071393131,24.684725621727313,1,107.0,1,4.672828834461906,3.4719664525503626,3.2061846564668492,-0.7175721759703864,3.1589538614715886,7.620572393382067,-0.011417981738633287,0.020864013522395197,-0.15111953552840518,14.761250690619221,14.981952111347633,-0.00023822492539330632,-0.0031529600327627272
Leeuwarden,2585.3596491228072,127073.0,535.0,23755.0,30.3,0.5090302424590589,4.5,71.8,36.65976130109455,51.5456328580242,4,136.75,1,4.918154441302091,3.4111477125153233,3.942467490250146,-0.6752478487564474,3.6016797312363664,7.857619906519424,0.4313078880261445,0.26618962036258065,0.5851632982548916,17.713617166327857,19.389663996862865,0.11480968297306585,0.15576439621258514
Leiden,4833.159574468085,127089.0,5816.0,2185.0,32.2,0.49255246323442625,4.1,74.3,59.36291894309722,15.691292132021692,2,335.0,1,5.814130531825066,3.4719664525503626,2.7531059172113905,-0.708154299709447,4.083669771219842,8.483255688984285,0.9132979280096203,1.1621657108855556,-0.6041982747838639,23.742989098740367,16.006917170607,1.0614035357556053,-0.7021785175300155
Leidschendam-Voorburg,4297.5192307692305,77753.0,2384.0,3261.0,39.0,0.4847401386441681,3.5,72.2,61.49376492438312,8.609122161053154,3,163.66666666666666,1,5.09783183912641,3.6635616461296463,2.152822357498844,-0.7241423282449125,4.1189357863294696,8.365793212120575,0.9485639431192476,0.4458670181868998,-1.2044818344964106,20.997641994867546,10.974726358040785,0.42293337687818694,-0.5370387240072015
Lelystad,2954.095238095238,83033.0,363.0,22900.0,33.2,0.4222176724916599,3.8,71.4,19.305151463289405,40.40939925778187,1,173.0,1,5.153291594497778,3.502549875922443,3.699062412802742,-0.8622342863395849,2.9603719754916584,7.99094770295592,-0.2099998677185635,0.5013267735582678,0.3417582208074874,15.255660017887946,19.06234723941904,-0.10527855613101048,0.17133254617443175
Lochem,3087.814814814815,34314.0,161.0,21305.0,39.7,0.45013697033280875,2.9,71.8,16.547973585394278,84.30907647516604,1,60.0,1,4.0943445622221,3.681351187693145,4.434489527956502,-0.798203364014162,2.8062636523563076,8.035218940050717,-0.3641081908539143,-0.5576202587174102,1.0771853359612473,11.489810325186578,18.156328085019553,0.20303410358508786,-0.6006603657253111
Maastricht,3344.1696428571427,122734.0,2200.0,5579.0,29.5,0.5245653201231932,4.4,66.1,50.304432916032425,0.6164037956527111,3,185.0,1,5.220355825078325,3.3843902633457743,-0.48385301777980916,-0.6451853210101974,3.9180932027659017,8.114973703437323,0.7477213595556798,0.5683910041388147,-3.8411572097750635,20.453840674258768,-2.5258849198485533,0.4249980943738925,-2.183279203519096
Meerssen,2347.0509554140126,18600.0,696.0,2673.0,37.3,0.4668817204301075,2.9,70.9,17.549516351911564,7.323061707139514,2,80.0,1,4.382026634673881,3.6189933266497696,1.9910285065270454,-0.7616793287031102,2.865026391236501,7.760914906486251,-0.3053454519737211,-0.2699381862656294,-1.366275685468209,12.554621955441938,8.724739945996472,0.08242439749024512,0.36880998047411784
Meppel,3156.535087719298,35464.0,639.0,5550.0,33.8,0.4621588089330025,3.2,74.5,26.55887736424649,61.370723533515,1,202.0,1,5.308267697401205,3.520460802488973,4.116932906025413,-0.7718467046870141,3.2793640558025134,8.057230213766585,0.10899221259229153,0.6563028764616945,0.7596287140301587,17.407742285435084,21.853781957422772,0.07153190263624545,0.4985465100608911
Middelburg,3003.008695652174,49956.0,1033.0,4838.0,33.7,0.4895908399391464,3.0,73.0,31.167716084716655,73.96071873492178,2,92.0,1,4.5217885770490405,3.517497837358316,4.303534124358696,-0.7141852572336606,3.43938281822705,8.007369963634208,0.2690109750168279,-0.1301762438904701,0.9462299323634413,15.552161939557811,19.459671444465894,-0.03501883829300375,-0.12317665845180638
Midden-Drenthe,2339.5320512820513,33987.0,100.0,34062.0,35.2,0.43263600788536793,2.8,72.4,11.853917301414581,39.24319319445696,1,72.0,1,4.276666119016055,3.5610460826040513,3.6697780073918436,-0.83785853294613,2.472658386912644,7.7577062102688705,-0.6977134562975777,-0.37529870192345527,0.31247381539658914,10.574734347210198,15.694415268522949,0.2618509544630084,-0.11727101730340929
Midden-Groningen,2132.715277777778,61554.0,221.0,27795.0,31.7,0.4644214835753972,3.6,70.1,20.995557421205444,16.32544444110127,4,125.75,1,4.834295808979849,3.456316680883235,2.792724899361669,-0.7669627692994699,3.044310863972106,7.665151225162911,-0.12606097923811577,0.18233098804033876,-0.5645792926335855,14.717099250932177,13.500858276617787,-0.02298482289781828,-0.1029403002529972
Moerdijk,2821.2406015037595,37711.0,237.0,15917.0,36.3,0.44504256052610647,2.9,74.2,13.757969373771079,29.84732100701779,2,103.0,1,4.634728988229636,3.591817741270805,3.396095087302356,-0.8095853597575662,2.621618247034408,7.944931996802762,-0.5487535961758141,-0.01723583270987472,0.03879089530710145,12.150490085602133,15.739980347904485,0.00945822518262848,-0.0006685933821794649
Molenlanden,2934.0072463768115,45158.0,249.0,18157.0,39.6,0.3953230878249701,2.6,77.1,12.24512659645978,25.689880614596568,1,62.0,1,4.127134385045092,3.6788291182604347,3.2460971639563256,-0.9280519045541126,2.505128028975415,7.984124428494291,-0.6652438142348069,-0.5248304358944189,-0.11120702803892879,10.339000027324673,13.397079222561507,0.3491402010009196,0.058364833000193864
Montferland,2450.404109589041,36882.0,349.0,10570.0,34.5,0.4399436039260344,2.9,72.1,17.977320350055468,75.52026369644473,1,107.0,1,4.672828834461906,3.5409593240373143,4.324401013574326,-0.8211087331800541,2.8891109829008026,7.804008232626628,-0.2812608603094193,0.020864013522395197,0.9670968215790712,13.500321106859449,20.2071857480064,-0.005868230392816231,0.020177521162891156
Mook en Middelaar,2923.275641025641,8043.0,463.0,1739.0,42.1,0.45741638692030334,2.8,71.4,14.297363413971187,47.07049868493396,1,90.0,1,4.499809670330265,3.7400477406883357,3.851646449895573,-0.7821611717992947,2.6600751436210266,7.980460061392424,-0.5102966995891953,-0.15215515060924556,0.4943422579003185,11.969831855071064,17.331675941933334,0.07764427118139496,-0.07521672070333747
Neder-Betuwe,2852.152777777778,25448.0,424.0,5999.0,35.3,0.3583385727758566,2.8,76.4,8.729027305625618,37.26235468960243,3,53.0,1,3.970291913552122,3.5638829639392506,3.6179835593549203,-1.0262770054953148,2.166653943898809,7.9558293487452225,-1.0037178993114129,-0.6816729073873886,0.2606793673596659,8.602248632927255,14.364450869071364,0.684207298620373,-0.17769806224396859
Nijkerk,3679.769230769231,44975.0,649.0,6932.0,38.5,0.4018232351306281,2.7,76.5,16.99867197875166,28.25028837468475,1,72.0,1,4.276666119016055,3.6506582412937387,3.3411036654937916,-0.9117430006708946,2.8331352221078148,8.210605320166582,-0.33723662110240715,-0.37529870192345527,-0.016200526501462864,12.116373414979519,14.28878484633765,0.12656446614078554,0.006080036566475549
Nijmegen,3538.75,182480.0,3456.0,5281.0,30.3,0.46387549320473476,4.0,72.4,45.89594556280125,53.02194110833715,5,163.8,1,5.098646171418968,3.4111477125153233,3.970705811060902,-0.768139096374272,3.8263767811998872,8.17152883642611,0.6560049379896653,0.4466813504794578,0.6134016190656477,19.50934132587124,20.24522398139672,0.29302517162241665,0.27399506359052944
Nunspeet,3482.223880597015,28731.0,223.0,12873.0,36.0,0.3988026869931433,2.7,75.0,17.81288182928958,53.06974515605548,1,75.0,1,4.31748811353631,3.58351893845611,3.9716069947942714,-0.9192885032212058,2.879921893829413,8.155426414814048,-0.2904499493808088,-0.33447670740320046,0.614302802799017,12.434028544521471,17.147365991661932,0.09714874273431917,-0.20546997882877274
Oisterwijk,3656.4333333333334,32941.0,411.0,8011.0,41.6,0.43523268874654686,2.7,74.4,19.292739066750368,23.627736071552523,1,62.0,1,4.127134385045092,3.7281001672672174,3.1624212792265385,-0.8318744742516413,2.959728810966527,8.204243452173218,-0.21064303224369496,-0.5248304358944189,-0.19488291276871594,12.215198546148578,13.051737601494132,0.11055187443058057,0.10228048405677921
Oldambt,1818.9109589041095,39044.0,172.0,22657.0,30.7,0.48593894068230714,3.6,68.1,18.58430401096295,32.685131923274625,3,64.33333333333333,1,4.164077900236776,3.4242626545931514,3.4869202932589225,-0.7216722994307221,2.9223173540817733,7.505993226745022,-0.24805448912844863,-0.487886920702735,0.12961610126366807,12.16875711161032,14.519807733046616,0.12102254086736886,-0.0632380005190249
Oldebroek,2892.3571428571427,24264.0,248.0,9766.0,34.9,0.3954418067919552,2.6,75.3,15.101615424700366,68.80970183488174,1,72.0,1,4.276666119016055,3.5524868292083815,4.231344750039497,-0.9277516409266168,2.7148017198669736,7.96982706903473,-0.4555701233432483,-0.37529870192345527,0.8740405580442427,11.610300535201603,18.096048730370377,0.1709748759258295,-0.3280262868624568
Oldenzaal,2710.376923076923,31925.0,1481.0,2155.0,34.6,0.4644009397024276,3.0,73.9,23.330635370295425,103.89246414586624,1,97.0,1,4.574710978503383,3.543853682063679,4.643356365598596,-0.767007005684075,3.149767319708595,7.904842990208429,-0.020604523501627003,-0.07725384243612776,1.2860521736033412,14.409275137202084,21.242013342807464,0.001591778612066184,-0.09935247198419216
Olst-Wijhe,2704.6206896551726,18682.0,164.0,11366.0,36.2,0.42714912750240874,2.8,74.6,14.949874686716791,76.63017737360134,2,75.5,1,4.324132656254979,3.5890591188317256,4.338990959655366,-0.8506220819889395,2.704702917642153,7.902716955812252,-0.4656689255680688,-0.3278321646845317,0.9816867676601113,11.695494211644554,18.762372503840897,0.15266125189530008,-0.3218284980841752
Ommen,2764.4333333333334,18955.0,105.0,17985.0,35.9,0.4091268794513321,2.9,74.3,18.052869116698904,78.76326074440088,1,82.0,1,4.406719247264253,3.580737295494233,4.36644665393476,-0.893729952339796,2.893304625980802,7.924590950216214,-0.27706721722941996,-0.24524557367525723,1.009142461939506,12.749981183508302,19.241704512046905,0.06794950863603622,-0.24748772199841557
Oost Gelre,2209.434210526316,29846.0,271.0,10993.0,36.1,0.44002546404878373,2.6,75.3,16.508033198812154,99.99973999676662,1,62.0,1,4.127134385045092,3.586292865338835,4.605167585952377,-0.8209226809062534,2.8038471229624684,7.700491748398281,-0.3665247202477535,-0.5248304358944189,1.2478633939571226,11.571853871588157,19.006145492879153,0.19236332869370842,-0.6549166889872057
Oss,2899.7925925925924,94437.0,583.0,16201.0,35.0,0.4424007539417813,3.2,73.3,22.858373824170037,40.11381518375149,3,93.0,1,4.532599493153256,3.5553480614894135,3.691720793277764,-0.8155391245670978,3.1293175195358347,7.972394493621246,-0.041054323674387216,-0.1193653277862543,0.3344166012825096,14.18394300296373,16.73309179647413,0.004900462802436211,-0.03991774722925187
Oude IJsselstreek,2251.9668874172185,39613.0,291.0,13607.0,33.5,0.44558604498523213,3.0,72.0,15.596850036825108,84.5843661444703,2,69.0,1,4.23410650459726,3.5115454388310208,4.437749452188357,-0.8083649082175581,2.7470689731504194,7.71955928551792,-0.4233028700598025,-0.4178583163422509,1.0804452601931027,11.631382607793507,18.789903821283648,0.17688062458603168,-0.4514730373242551
Ouder-Amstel,5167.795081967213,14276.0,596.0,2395.0,43.3,0.44774446623704117,3.5,74.1,41.23904881101377,8.828575166880649,1,293.0,1,5.680172609017068,3.768152635008444,2.1779936388413255,-0.8035325971639403,3.7193855941643785,8.55020139335417,0.5490137509541566,1.028207788077557,-1.179310553153929,21.126752174345174,12.371379809959908,0.5645002144927361,-1.2125762953149215
Overbetuwe,3164.007299270073,48707.0,447.0,10903.0,37.1,0.4185845976964297,2.6,76.1,13.336276240926034,48.665527100888575,2,102.5,1,4.629862798578462,3.6136169696133895,3.8849709170309077,-0.8708762644478765,2.5904878591606297,8.059594635860256,-0.5798839840495922,-0.022102022361048412,0.5276667250356533,11.993603369296963,17.986882322320653,0.012816608782277927,-0.011662501755919192
Purmerend,3807.590909090909,93992.0,1004.0,9361.0,35.4,0.45604945101710787,3.4,73.6,33.35121894319375,19.600957423799645,3,65.33333333333333,1,4.179502370562407,3.5667118201397288,2.9755784131964824,-0.7851540301345521,3.507094321714499,8.24475196080494,0.33672247850427706,-0.47246245037710377,-0.381725778798772,14.657909031391705,12.436437031749023,-0.1590887272911824,0.1803510968233761
Putten,3862.823529411765,24904.0,292.0,8521.0,37.7,0.41033568904593637,2.6,75.1,15.891965945787259,35.919104389703115,1,72.0,1,4.276666119016055,3.629660094453965,3.581269309651638,-0.890779700509235,2.765813695097506,8.259153679358192,-0.40455814811271607,-0.37529870192345527,0.2239651176563835,11.828461721334106,15.315893119659178,0.1518301478392593,-0.08405381793257466
Raalte,2829.3489932885905,38500.0,225.0,17097.0,35.5,0.42597402597402595,2.7,75.6,14.20731707317073,85.43716183017457,2,74.5,1,4.310799125385515,3.56953269648137,4.447781156380354,-0.8533769064635858,2.6537571187355478,7.947801926467339,-0.5166147244746742,-0.3411656955539959,1.0904769643850996,11.439813866430782,19.173491118830604,0.17625122180883815,-0.3720333320400525
Reimerswaal,2439.5984251968503,23255.0,229.0,10176.0,34.7,0.40215007525263385,2.8,76.3,13.72968349016253,58.99891004012546,3,80.0,1,4.382026634673881,3.546739686952814,4.077518969838897,-0.910929938506293,2.6195601670860933,7.799588724905144,-0.5508116761241286,-0.2699381862656294,0.7202147778436423,11.478982423302023,17.86779672922205,0.14868510482687855,-0.194413470852816
Renkum,3497.1615384615384,31461.0,685.0,4596.0,38.9,0.4800228854772576,3.1,70.9,29.90994570255595,46.69117191744132,2,60.0,1,4.0943445622221,3.660994250624401,3.843555108634463,-0.7339214981391439,3.3981910572793246,8.159706929437023,0.22781921406910266,-0.5576202587174102,0.4862509166392086,13.913365076763373,15.736838958638488,-0.12703660909001008,-0.27114336193793337
Rheden,3281.875,43570.0,533.0,8177.0,34.6,0.4894881799403259,3.3,70.6,26.15463965864866,63.89212539638952,3,90.66666666666667,1,4.507189777627888,3.543853682063679,4.15719612055631,-0.7143949645138951,3.264026599577933,8.096170184392124,0.09365475636771103,-0.14477504331162283,0.7998919285610553,14.711587323523174,18.737271858165713,-0.013558871409474848,-0.1158043886020443
Rhenen,3792.730769230769,20329.0,484.0,4202.0,37.8,0.4116287077573909,3.1,74.6,21.044455066921604,32.52672366924759,1,73.0,1,4.290459441148391,3.632309102625542,3.4820620182056743,-0.88763353071636,3.0466371081795933,8.240841558212809,-0.1237347350306286,-0.36150537979111963,0.12475782621041986,13.071472944542167,14.939645860674755,0.04473077238060094,-0.04510062534611233
Rijssen-Holten,2853.124087591241,38493.0,409.0,9412.0,37.6,0.38968124074507055,2.7,77.7,20.979999999999997,92.30039683656341,2,68.5,1,4.22683374526818,3.6270040503958487,4.525048440920619,-0.9424262054787809,3.043569602968151,7.956169843990508,-0.12680224024207076,-0.4251310756713309,1.1677442489253647,12.864662703898256,19.12662744905644,0.05390757279164607,-0.4964443686546507
Rijswijk,3777.392156862745,57997.0,4150.0,1398.0,35.4,0.4851457834025898,3.8,71.1,70.08920638305433,4.245510980140289,1,133.0,1,4.890349128221754,3.5667118201397288,1.4458621847547939,-0.7233058488758377,4.249768807621113,8.23678914492739,1.0793969644108907,0.23838430728224314,-1.9114420072404605,20.78285318349391,7.070770874744406,0.25731129764364624,-0.45565777880619757
Roermond,2690.1328125,59981.0,989.0,6064.0,32.8,0.4862206365349027,3.8,68.9,33.47277465368263,45.057149057831424,2,172.5,1,5.150397236471414,3.490428515390098,3.807931663091941,-0.7210927734617738,3.5107324115088634,7.897345844053675,0.3403605682986415,0.4984324155319033,0.45062747109668644,18.081666510225872,19.612360714260728,0.16964674020890322,0.22460733892375437
De Ronde Venen,3809.0522388059703,45572.0,457.0,9968.0,43.5,0.4141139296058984,2.9,74.8,20.575455701568462,15.81893265970389,1,99.0,1,4.59511985013459,3.7727609380946383,2.761207492282411,-0.8816141507304954,3.024098894632248,8.245135680956881,-0.14627294857797413,-0.05684497080492079,-0.5960966997128434,13.896096859494714,12.68807935812726,0.008314881491464619,0.03388509949208622
Roosendaal,2807.27868852459,77613.0,729.0,10650.0,33.8,0.4626029144602064,3.6,70.6,25.376002673796794,45.90850886825227,1,291.0,1,5.673323267171493,3.520460802488973,3.826650478279344,-0.7708862290312625,3.2338039508195817,7.939970854841018,0.0634321076093598,1.0213584462319822,0.4693462862840896,18.34641519565583,21.709825193755123,0.06478691886911563,0.47937079370386887
Rotterdam,4262.8,663900.0,3040.0,21842.0,31.8,0.48393131495707187,5.3,69.4,74.62291693901308,11.814350387144687,7,210.71428571428572,1,5.350503119718606,3.4594662897861315,2.469314927082842,-0.7258122935815782,4.312447657608104,8.357681500346802,1.1420758143978818,0.6985382987790958,-0.8879892649124126,23.073764645655356,13.212077220924469,0.7977836964662467,-0.6202945104460165
Schagen,2544.0,47450.0,282.0,16799.0,36.6,0.4461327713382508,2.9,73.1,17.02017100477113,47.533352076873726,1,87.0,1,4.465908118654584,3.600048240407321,3.8614316136361397,-0.8071386776804937,2.8343991703786044,7.841492924460013,-0.33597267283161747,-0.18605670228492688,0.5041274216408853,12.658166266501626,17.244798792967106,0.06250996756490339,-0.093796285601906
