code,station_name,type,geo_lat,geo_lng,municipality,station_code,traffic_count
LC,Lochem,local_train_station,52.166667938232,6.4263887405395,Lochem,LC,60.5068493150685
LP,Loppersum,local_train_station,53.3347145,6.7472625,Eemsdelta,LP,61.09589041095891
LTN,Lunteren,local_train_station,52.085277557373,5.6244444847107,Ede,LTN,74.74246575342465
MZ,Maarheeze,local_train_station,51.304986,5.629796,Cranendonck,MZ,59.087671232876716
MRN,Maarn,interchange_local_train_station,52.064167022705,5.3699998855591,Utrechtse Heuvelrug,MRN,73.90684931506848
MAS,Maarssen,local_train_station,52.135276794434,5.0336112976074,Stichtse Vecht,MAS,96.22465753424657
MT,Maastricht,interchange_intercity_station,50.850276947021,5.7055554389954,Maastricht,MT,299.89041095890406
MTN,Maastricht Noord,local_train_station,50.87087,5.71774,Maastricht,MTN,72.69863013698631
MTR,Maastricht Randwyck,interchange_local_train_station,50.838611602783,5.7172222137451,Maastricht,MTR,183.14794520547946
MG,Mantgum,local_train_station,53.1296368,5.7131996,Leeuwarden,MG,57.44383561643835
MRB,Mariënberg,,52.50944519043,6.5752778053284,Hardenberg,MRB,125.1013698630137
MTH,Martenshoek,local_train_station,53.1607232,6.7402989,Midden-Groningen,MTH,125.84931506849315
MES,Meerssen,express_train_station,50.882879392551,5.7509994506836,Meerssen,MES,90.63561643835617
MP,Meppel,interchange_local_train_station,52.69083404541,6.1975002288818,Meppel,MP,202.1369863013699
MDB,Middelburg,local_train_station,51.494720458984,3.6172223091126,Middelburg,MDB,105.35068493150683
MMLH,Mook-Molenhoek,local_train_station,51.766262,5.879133,Mook en Middelaar,MMLH,90.96438356164384
NDB,Naarden-Bussum,interchange_local_train_station,52.280277252197,5.1569442749023,Gooise Meren,NDB,179.87945205479454
NA,Nieuw Amsterdam,express_train_station,52.718612670898,6.8486108779907,Emmen,NA,74.46575342465754
NVP,Nieuw Vennep,local_train_station,52.258888244629,4.6455554962158,Haarlemmermeer,NVP,112.5178082191781
NWK,Nieuwerkerk a/d IJssel,local_train_station,51.965278625488,4.6169443130493,Zuidplas,NWK,79.26575342465753
NKK,Nijkerk,local_train_station,52.222221374512,5.4938888549805,Nijkerk,NKK,72.93698630136986
NM,Nijmegen,interchange_intercity_station,51.843612670898,5.8522224426269,Nijmegen,NM,410.9452054794521
NMD,Nijmegen Dukenburg,local_train_station,51.824165344238,5.7955555915833,Nijmegen,NMD,111.06301369863014
NMGO,Nijmegen Goffert,local_train_station,51.8273,5.822722,Nijmegen,NMGO,110.97534246575341
NMH,Nijmegen Heyendaal,local_train_station,51.826946258545,5.8674998283386,Nijmegen,NMH,90.96438356164384
NML,Nijmegen Lent,local_train_station,51.863154,5.859625,Nijmegen,NML,95.93150684931507
NVD,Nijverdal,local_train_station,52.366111,6.462,Hellendoorn,NVD,81.93150684931507
NS,Nunspeet,local_train_station,52.370834350586,5.7852778434753,Nunspeet,NS,75.186301369863
NH,Nuth,local_train_station,50.919445037842,5.8927779197693,Beekdaelen,NH,49.413698630136984
OBD,Obdam,local_train_station,52.67805480957,4.9072222709656,Koggenland,OBD,68.32876712328766
OT,Oisterwijk,local_train_station,51.582221984863,5.1941666603088,Oisterwijk,OT,62.97808219178082
ODZ,Oldenzaal,local_train_station,52.30638885498,6.9347224235535,Oldenzaal,ODZ,97.94794520547944
OST,Olst,intercity_station,52.334720611572,6.1130557060242,Olst-Wijhe,OST,75.92602739726027
OMN,Ommen,,52.50944519043,6.4158334732056,Ommen,OMN,82.28219178082192
OTB,Oosterbeek,local_train_station,51.994998931885,5.8400001525879,Renkum,OTB,58.56164383561644
OP,Opheusden,local_train_station,51.9261615,5.6371145,Neder-Betuwe,OP,53.12054794520549
O,Oss,interchange_intercity_station,51.765556335449,5.5322222709656,Oss,O,147.64931506849314
OW,Oss West,local_train_station,51.758056640625,5.5055556297302,Oss,OW,66.7013698630137
ODB,Oudenbosch,local_train_station,51.587776184082,4.5333333015442,Halderberge,ODB,66.38630136986302
OVN,Overveen,local_train_station,52.391109466553,4.6061110496521,Bloemendaal,OVN,78.15342465753425
PMR,Purmerend,interchange_local_train_station,52.50305557251,4.9536108970642,Purmerend,PMR,67.04383561643836
PMO,Purmerend Overwhere,local_train_station,52.511390686035,4.9683332443237,Purmerend,PMO,64.63013698630137
PMW,Purmerend Weidevenne,local_train_station,52.496590632542,4.9356293678284,Purmerend,PMW,64.3945205479452
PT,Putten,local_train_station,52.264999389648,5.5752778053284,Putten,PT,72.74794520547944
RAT,Raalte,local_train_station,52.391666412354,6.2775001525879,Raalte,RAT,82.13972602739726
RVS,Ravenstein,local_train_station,51.794166564941,5.6358332633972,Oss,RVS,64.67671232876712
RV,Reuver,local_train_station,51.28321916653,6.0789585113525,Beesel,RV,71.58356164383562
RH,Rheden,local_train_station,52.0101,6.0314,Rheden,RH,65.40821917808219
RHN,Rhenen,interchange_local_train_station,51.958610534668,5.5783333778381,Rhenen,RHN,73.30684931506849
RSN,Rijssen,local_train_station,52.3122215271,6.5202779769897,Rijssen-Holten,RSN,73.72328767123288
RSW,Rijswijk,local_train_station,52.039722442627,4.3191666603088,Rijswijk,RSW,133.96164383561643
RB,Rilland-Bath,local_train_station,51.422779083252,4.1611108779907,Reimerswaal,RB,79.63287671232877
RM,Roermond,interchange_intercity_station,51.193054199219,5.9941668510437,Roermond,RM,273.7506849315068
RD,Roodeschool,local_train_station,53.421262,6.7587,Het Hogeland,RD,67.24657534246576
RSD,Roosendaal,interchange_intercity_station,51.540279388428,4.4583334922791,Roosendaal,RSD,291.9835616438356
RS,Rosmalen,local_train_station,51.714721679688,5.3680553436279,'s-Hertogenbosch,RS,66.7150684931507
RTA,Rotterdam Alexander,intercity_station,51.951946258545,4.5536112785339,Rotterdam,RTA,184.6767123287671
RTB,Rotterdam Blaak,local_train_station,51.920276641846,4.4888887405395,Rotterdam,RTB,254.3095890410959
RTD,Rotterdam Centraal,mega_station,51.92499923706,4.468888759613,Rotterdam,RTD,694.9753424657534
RLB,Rotterdam Lombardijen,local_train_station,51.880001068115,4.531388759613,Rotterdam,RLB,129.2082191780822
RTN,Rotterdam Noord,local_train_station,51.942222595215,4.4816665649414,Rotterdam,RTN,79.22465753424657
RTST,Rotterdam Stadion,,51.893890380859,4.5197219848633,Rotterdam,RTST,13.032876712328768
RTZ,Rotterdam Zuid,local_train_station,51.904445648193,4.5102777481079,Rotterdam,RTZ,120.18356164383563
RL,Ruurlo,local_train_station,52.0810888,6.4492656,Berkelland,RL,62.76164383561643
SPTN,Santpoort Noord,local_train_station,52.43388748169,4.6325001716614,Velsen,SPTN,78.4931506849315
SPTZ,Santpoort Zuid,local_train_station,52.419723510742,4.6313886642456,Velsen,SPTZ,77.36438356164383
SSH,Sassenheim,local_train_station,52.215278,4.517222,Teylingen,SSH,114.75616438356164
SWD,Sauwerd,local_train_station,53.29113,6.5404,Het Hogeland,SWD,124.95342465753424
SGN,Schagen,local_train_station,52.784442901611,4.8052778244019,Schagen,SGN,87.22739726027399
SDA,Scheemda,local_train_station,53.1655362,6.9777775,Oldambt,SDA,76.24383561643835
SDM,Schiedam Centrum,local_train_station,51.921243812803,4.4089937210083,Schiedam,SDM,293.65479452054797
SOG,Schin op Geul,local_train_station,50.856388092041,5.8722224235535,Voerendaal,SOG,73.12054794520547
SN,Schinnen,local_train_station,50.939167022705,5.8744444847107,Beekdaelen,SN,49.410958904109584
SHL,Schiphol Airport,mega_station,52.30944442749,4.7619442939758,Haarlemmermeer,SHL,732.0328767123289
STD,Sittard,interchange_intercity_station,51.001667022705,5.8586111068726,Sittard-Geleen,STD,268.6958904109589
SDT,Sliedrecht,local_train_station,51.829723358154,4.7783331871033,Sliedrecht,SDT,112.47397260273972
SDTB,Sliedrecht Baanhoek,local_train_station,51.829722,4.743333,Sliedrecht,SDTB,112.25205479452055
SK,Sneek,interchange_local_train_station,53.0328688,5.6523969,Súdwest-Fryslân,SK,65.01369863013699
SKND,Sneek Noord,local_train_station,53.0409319,5.6631808,Súdwest-Fryslân,SKND,59.42191780821917
ST,Soest,interchange_local_train_station,52.173332214355,5.3099999427795,Soest,ST,59.72876712328768
STZ,Soest Zuid,local_train_station,52.165279388428,5.3030557632446,Soest,STZ,59.087671232876716
SD,Soestdijk,local_train_station,52.183612823486,5.3000001907349,Soest,SD,59.11232876712329
SBK,Spaubeek,local_train_station,50.94327,5.850529,Beek,SBK,49.410958904109584
STV,Stavoren,local_train_station,52.8865535,5.3600212,Súdwest-Fryslân,STV,44.42465753424658
STM,Stedum,local_train_station,53.3262092,6.6875551,Eemsdelta,STM,62.37808219178083
SWK,Steenwijk,intercity_station,52.791510992432,6.1145557632446,Steenwijkerland,SWK,125.56164383561644
SRN,Susteren,local_train_station,51.061389923096,5.8630557060242,Echt-Susteren,SRN,68.34520547945206
SM,Swalmen,local_train_station,51.23582,6.03228,Roermond,SM,71.96986301369863
TG,Tegelen,local_train_station,51.33894,6.14253,Venlo,TG,71.58904109589041
TBG,Terborg,local_train_station,51.9224549,6.3642466,Oude IJsselstreek,TBG,69.81917808219178
TL,Tiel,interchange_local_train_station,51.889446258545,5.4222221374512,Tiel,TL,129.36986301369862
TPSW,Tiel Passewaaij,local_train_station,51.873889923096,5.39222240448,Tiel,TPSW,75.63287671232878
TB,Tilburg,interchange_intercity_station,51.560554504395,5.0836110115051,Tilburg,TB,277.5342465753425
TBR,Tilburg Reeshof,local_train_station,51.573612213135,4.9944443702698,Tilburg,TBR,63.31506849315069
TBU,Tilburg Universiteit,local_train_station,51.564985,5.051778,Tilburg,TBU,122.55890410958904
TWL,Twello,local_train_station,52.237777709961,6.0986108779907,Voorst,TWL,61.8
UTG,Uitgeest,interchange_local_train_station,52.521667480469,4.7016668319702,Uitgeest,UTG,182.69589041095892
UHZ,Uithuizen,local_train_station,53.4099568,6.6748869,Het Hogeland,UHZ,66.58904109589041
UHM,Uithuizermeeden,local_train_station,53.4145845,6.7202975,Het Hogeland,UHM,66.58904109589041
UST,Usquert,local_train_station,53.4014742,6.6093776,Het Hogeland,UST,66.58904109589041
