municipality,m2_price,population,pop_density,size,avg_income,homes_per_capita,unemp_rate,net_labor_participation,multy_family,distance_to_urban_center,traffic,has_station,log_avg_income,log_distance,log_homes_per_capita,log_multy_family,log_m2_price,station_x_multy_fam,station_x_pop_den,station_x_distance
's-Gravenhage,4400.946808510638,562839.0,6827.0,8244.0,33.8,0.48010176977785834,4.7,69.3,78.74583672563097,0.25733695520084854,1176,1,3.520460802488973,-1.3573689431098206,-0.7337571771828045,4.36622540933212,8.389574980510067,4.36622540933212,6827.0,-1.3573689431098206
Groningen,3397.3883495145633,238147.0,1284.0,18553.0,28.7,0.5152909757418738,4.8,71.2,60.99009900990099,3.634166000012917,968,1,3.3568971227655755,1.2903796486260481,-0.6630235364310876,4.1107115396863065,8.13076228294361,4.1107115396863065,1284.0,1.2903796486260481
Gulpen-Wittem,2208.9937888198756,14210.0,194.0,7318.0,35.8,0.48501055594651654,3.0,67.4,21.140452698781196,15.785624980182005,0,0,3.5779478934066544,2.7590997145224554,-0.723584623443326,3.051188394535476,7.70029239165513,0.0,0.0,0.0
Haaksbergen,2582.9444444444443,24502.0,234.0,10478.0,35.3,0.4353114031507632,2.9,73.6,17.185449090568163,111.88248625705948,0,0,3.5638829639392506,4.717449090620445,-0.8316936346935684,2.844063042667249,7.856685284712947,0.0,0.0,0.0
Haarlem,5022.663366336634,165396.0,5662.0,2921.0,37.6,0.4715954436624828,3.7,75.1,50.532051282051285,17.498666615974525,519,1,3.6270040503958487,2.862124684653722,-0.7516337718107103,3.9226078138103713,8.521715623056394,3.9226078138103713,5662.0,2.862124684653722
Haarlemmermeer,4414.226086956522,162300.0,823.0,19721.0,39.7,0.4107147258163894,3.5,76.0,25.684453712176904,16.178712625763882,1275,1,3.681351187693145,2.7836963426900305,-0.8898564032536256,3.2458858949438523,8.39258780593009,3.2458858949438523,823.0,2.7836963426900305
Halderberge,2808.5845070422533,31041.0,417.0,7444.0,35.6,0.4414161914886763,3.1,72.7,13.30462706174281,37.23704110914612,66,1,3.572345637857985,3.6173039946105603,-0.8177671037102159,2.5881118741039097,7.940435901262458,2.5881118741039097,417.0,3.6173039946105603
Hardenberg,2458.6197183098593,62509.0,200.0,31216.0,34.8,0.41344446399718443,2.9,74.9,15.059588299024917,70.48844102567934,295,1,3.5496173867804286,4.255448739293229,-0.8832320806794319,2.7120148846159307,7.8073553813385,2.7120148846159307,200.0,4.255448739293229
Harderwijk,3773.853448275862,48906.0,1256.0,3892.0,35.3,0.44070257228151966,3.1,74.9,32.66366631095439,45.73209502051127,72,1,3.5638829639392506,3.822800349446114,-0.8193850703426987,3.4862633381603656,8.235851893239133,3.4862633381603656,1256.0,3.822800349446114
Hardinxveld-Giessendam,3253.1478260869567,18681.0,1108.0,1686.0,36.3,0.404153953214496,2.7,77.2,24.82119205298013,27.82207040224493,289,1,3.591817741270805,3.3258296050865144,-0.9059594012974913,3.2116978065433885,8.087378368443295,3.2116978065433885,1108.0,3.3258296050865144
Harlingen,2386.72,16188.0,649.0,2496.0,31.4,0.4963553249320484,3.5,70.0,23.360298693217175,74.57890013013235,128,1,3.4468078929142076,4.311857627124262,-0.7004632278241433,3.1510379444029875,7.77767531740562,3.1510379444029875,649.0,4.311857627124262
Hattem,3377.834532374101,12563.0,545.0,2307.0,38.0,0.43516675953195894,2.8,75.7,17.76111212730931,76.40976533132637,0,0,3.6375861597263857,4.336110506477248,-0.8320259661094186,2.877011355384417,8.12499011226453,0.0,0.0,0.0
Heemskerk,3797.8672566371683,39431.0,1446.0,2727.0,36.1,0.45350105247140576,3.3,72.8,34.07896208477799,23.672351837360203,76,1,3.586292865338835,3.164307778005375,-0.7907576886547638,3.5286802462384825,8.242194939902344,3.5286802462384825,1446.0,3.164307778005375
Heemstede,5448.3,27778.0,3029.0,917.0,48.9,0.4630642954856361,3.2,73.2,35.34167768016792,19.753095448327354,178,1,3.8897773964808264,2.9833102106269016,-0.7698893673974488,3.565062938321864,8.603058912392564,3.565062938321864,3029.0,2.9833102106269016
Heerde,3713.9457364341083,19214.0,245.0,7855.0,36.1,0.42651191839283853,2.6,74.3,17.071384990848077,72.37780575639327,0,0,3.586292865338835,4.281899702069455,-0.8521149677917538,2.8374036694756426,8.219850131260442,0.0,0.0,0.0
Heerenveen,2626.231884057971,51637.0,272.0,18997.0,33.6,0.46497666401998566,3.5,73.3,23.91503540191587,46.474246706746705,193,1,3.5145260669691587,3.8388983249069533,-0.7657680595573418,3.174507357453802,7.873305354108944,3.174507357453802,272.0,3.8388983249069533
Heerlen,2144.304347826087,87122.0,1940.0,4491.0,29.3,0.5334358715364661,4.1,64.0,37.18423204372337,20.022701589564207,399,1,3.3775875160230218,2.9968667093165564,-0.6284164187709184,3.6158848016285248,7.670570465393372,3.6158848016285248,1940.0,2.9968667093165564
Heeze-Leende,2839.176470588235,16627.0,160.0,10392.0,41.1,0.4267155830877488,2.7,73.2,9.894291754756871,10.072767993447455,59,1,3.716008121502189,2.309835544177418,-0.8516375694462364,2.2919580004197595,7.951269313959342,2.2919580004197595,160.0,2.309835544177418
Heiloo,4514.8536585365855,24319.0,1300.0,1871.0,41.3,0.45737900407089105,3.0,73.0,25.54167041265846,29.034295937967865,160,1,3.7208624999669873,3.3684777497946152,-0.782242901221636,3.24031125225025,8.41512805304154,3.24031125225025,1300.0,3.3684777497946152
Den Helder,2480.311320754717,56539.0,1254.0,4510.0,32.1,0.5043951962362263,3.5,70.4,26.94087944456133,62.44045972449651,165,1,3.4688560301359703,4.134213458280225,-0.6843951986555452,3.293644815013662,7.8161393638428605,3.293644815013662,1254.0,4.134213458280225
Hellendoorn,2869.462121212121,36261.0,263.0,13793.0,35.2,0.41534982488072586,2.7,75.5,15.41066330256955,92.8451267650437,130,1,3.5610460826040513,4.530932801392181,-0.878634162315718,2.73505969205068,7.9618798769776244,2.73505969205068,263.0,4.530932801392181
Helmond,3215.289256198347,94898.0,1785.0,5317.0,33.5,0.4461316360724146,3.8,72.7,27.396839643810377,14.851845587088581,326,1,3.5115454388310208,2.6981241394851727,-0.8071412223652907,3.3104276652749114,8.075672603448336,3.3104276652749114,1785.0,2.6981241394851727
Hendrik-Ido-Ambacht,3445.383333333333,32183.0,3159.0,1019.0,38.8,0.39539508436130877,2.9,77.8,23.607072691552062,14.422595875231071,0,0,3.6584202466292277,2.668796134742071,-0.9278698003883804,3.1615463574533935,8.14479044963287,0.0,0.0,0.0
Hengelo,2719.823529411765,82311.0,1353.0,6084.0,32.8,0.4801666848902334,3.6,73.2,30.03061508488728,108.13710729499954,415,1,3.490428515390098,4.683399933965968,-0.7336219751730783,3.4022173641327074,7.908322278292584,3.4022173641327074,1353.0,4.683399933965968
's-Hertogenbosch,3860.478260869565,158753.0,1450.0,10948.0,36.6,0.4739815940486164,3.3,74.3,40.3024745501422,33.5281007101324,640,1,3.600048240407321,3.512383914380261,-0.7465867891620706,3.696412870296871,8.258546356563365,3.696412870296871,1450.0,3.512383914380261
Heumen,2890.072847682119,16824.0,423.0,3973.0,39.1,0.43859961959106036,3.0,74.1,17.31941997560645,46.493706021632384,0,0,3.66612246699132,3.839316949058584,-0.8241683103241692,2.8518284138672048,7.969036987599214,0.0,0.0,0.0
Heusden,3091.75,45830.0,581.0,7886.0,37.1,0.43118044948723544,2.8,74.4,15.363594959769241,36.87066714262612,0,0,3.6136169696133895,3.6074163065392564,-0.8412286001943672,2.732000747194809,8.036492552622168,0.0,0.0,0.0
Hillegom,3823.973214285714,22453.0,1747.0,1286.0,36.8,0.4508974301875028,3.0,75.5,31.21295930462268,23.614242337082544,80,1,3.6054978451748854,3.161850018864823,-0.7965153928671862,3.4408333709040346,8.249045269514362,3.4408333709040346,1747.0,3.161850018864823
Hilvarenbeek,3115.9281437125746,15949.0,168.0,9487.0,39.2,0.4407799862060317,2.5,74.9,12.162162162162163,22.871824154002145,0,0,3.6686767467964168,3.1299057667254218,-0.8192094255180435,2.498329670120141,8.04428234629874,0.0,0.0,0.0
Hilversum,4722.028037383177,93345.0,2047.0,4561.0,38.7,0.46727730462263645,3.6,74.3,41.92535191893255,15.040367730886707,565,1,3.6558396000357365,2.7107377684147282,-0.7608323974942566,3.7358907016855527,8.45999365523545,3.7358907016855527,2047.0,2.7107377684147282
Hoeksche Waard,3269.3225806451615,89760.0,334.0,26854.0,39.0,0.4347816399286987,2.7,75.3,16.840055347716905,17.174964062989307,0,0,3.6635616461296463,2.8434527457038548,-0.8329113511015793,2.823760295490306,8.092338080548098,0.0,0.0,0.0
Hof van Twente,2556.8129032258066,35455.0,167.0,21243.0,36.7,0.4351431391905232,2.8,74.4,14.791288566243194,101.43271831201484,126,1,3.6027767550605247,4.619395704910632,-0.8320802464099787,2.694038397081994,7.8465168021900915,2.694038397081994,167.0,4.619395704910632
Het Hogeland,1661.5058139534883,48298.0,101.0,47674.0,32.3,0.47233839910555303,3.1,70.7,10.261692894402314,17.79113310193402,668,1,3.475067230228611,2.8787001928441356,-0.7500596030229649,2.3284178255861274,7.4154795870082015,2.3284178255861274,101.0,2.8787001928441356
Hollands Kroon,2618.062068965517,49431.0,138.0,35763.0,35.2,0.43397867734822276,2.9,73.5,10.54913294797688,51.51465133711188,81,1,3.5610460826040513,3.941866259192275,-0.8347598766227254,2.356043671518813,7.870189654731781,2.356043671518813,138.0,3.941866259192275
Hoogeveen,2438.4761904761904,56433.0,442.0,12754.0,32.0,0.456736306770861,3.2,72.5,26.001939864209504,55.28106382751795,72,1,3.4657359027997265,4.01243042362153,-0.7836490638759696,3.2581711454001865,7.799128611098417,3.2581711454001865,442.0,4.01243042362153
Hoorn,3387.6071428571427,75216.0,3692.0,2037.0,34.8,0.45641884705381836,3.5,72.4,29.452374016894844,33.94201101777363,333,1,3.5496173867804286,3.524653510194926,-0.7843443668121739,3.3827745186277527,8.12787909357549,3.3827745186277527,3692.0,3.524653510194926
Horst aan de Maas,2247.117283950617,43641.0,231.0,18867.0,35.9,0.4218280974313146,2.8,76.2,12.091911564995382,40.06247127886007,84,1,3.580737295494233,3.690440017772303,-0.8631573999950095,2.4925367633770192,7.717403466617843,2.4925367633770192,231.0,3.690440017772303
Houten,4234.435483870968,50581.0,921.0,5490.0,40.6,0.4194658073189538,2.8,76.0,25.196776170052317,10.251492496840836,337,1,3.7037680666076866,2.3274233044322767,-0.8687732645757428,3.226716056573839,8.35100530041396,3.226716056573839,921.0,2.3274233044322767
Huizen,4500.567796610169,41252.0,2609.0,1581.0,39.3,0.4636866091341026,3.3,71.4,28.54454203262233,23.52279431462882,0,0,3.6712245188752153,3.1579699218676476,-0.7685463662977989,3.3514657455888814,8.411958844823243,0.0,0.0,0.0
Hulst,1999.0069444444443,27596.0,137.0,20126.0,35.1,0.494600666763299,2.8,68.9,10.454978386694997,72.62104182421959,0,0,3.55820113047182,4.285254712127013,-0.7040045758098038,2.3470782656087326,7.6004058084535675,0.0,0.0,0.0
IJsselstein,4101.051724137931,33492.0,1594.0,2101.0,39.2,0.4339245192881882,3.2,75.8,31.053464529002962,9.46388626846414,0,0,3.6686767467964168,2.247483109324095,-0.8348846786981521,3.435710381188922,8.318998737879683,0.0,0.0,0.0
Kaag en Braassem,3781.031007751938,28573.0,453.0,6313.0,39.9,0.43320617366044867,2.8,76.5,19.591210211665857,26.156722932668846,0,0,3.686376323895818,3.2641062485841177,-0.836541512663109,2.9750810070603677,8.237752004796723,0.0,0.0,0.0
Kampen,2781.3228346456694,55614.0,394.0,14123.0,33.9,0.4196784982198727,3.0,76.4,23.748928877463584,72.84440683332225,144,1,3.5234150143864045,4.288325753212242,-0.8682663412633407,3.1675374295673495,7.930681933309426,3.1675374295673495,394.0,4.288325753212242
Kapelle,2736.3795620437954,13051.0,351.0,3713.0,36.6,0.4237223201287258,2.4,76.3,9.52983725135624,60.24487002752045,80,1,3.600048240407321,4.098417423974298,-0.8586769436511471,2.2544276400130734,7.914390997937665,2.2544276400130734,351.0,4.098417423974298
Katwijk,4373.07476635514,66607.0,2685.0,2481.0,36.8,0.4120287657453421,2.8,77.0,41.16018073167177,15.727617574885386,0,0,3.6054978451748854,2.755418248185838,-0.8866621122996496,3.7174713019103334,8.383221648535262,0.0,0.0,0.0
Kerkrade,1895.2421875,45620.0,2082.0,2191.0,29.7,0.5297457255589654,3.8,63.9,36.268465262548105,25.380133770770964,244,1,3.391147045808654,3.2339667329883075,-0.6353581506553982,3.5909486381604454,7.547101912780443,3.5909486381604454,2082.0,3.2339667329883075
Koggenland,2698.135135135135,23509.0,293.0,8026.0,38.0,0.4169892381641074,2.7,75.7,15.9849025808426,30.853882448819533,68,1,3.6375861597263857,3.429262591665446,-0.8746948652762959,2.7716446880823864,7.900316122665026,2.7716446880823864,293.0,3.429262591665446
Krimpen aan den IJssel,3730.684210526316,29504.0,3845.0,767.0,36.2,0.4261117136659436,3.2,73.6,29.7804645243398,8.412069221974141,0,0,3.5890591188317256,2.129667486762152,-0.8530537284388622,3.393852625668116,8.224346930273274,0.0,0.0,0.0
Krimpenerwaard,3259.1937984496126,57700.0,389.0,14832.0,37.3,0.4237435008665511,2.9,75.1,19.96728016359918,18.115493206451312,0,0,3.6189933266497696,2.896767550388294,-0.858626957593173,2.9940949420379783,8.08923514268772,0.0,0.0,0.0
Laarbeek,2765.2738853503183,23260.0,420.0,5535.0,36.4,0.42596732588134134,2.7,74.3,12.212353653613242,15.829177196494205,0,0,3.5945687746426946,2.7618548950622097,-0.8533926354634053,2.5024480339696282,7.9248949634271195,0.0,0.0,0.0
Land van Cuijk,2618.9668874172185,91423.0,268.0,34126.0,36.1,0.43608282379707514,2.8,74.2,16.913313935988764,37.70260997955193,272,1,3.586292865338835,3.629729322284505,-0.8299230908364296,2.8281011186353266,7.870535201211756,2.8281011186353266,268.0,3.629729322284505
Landgraaf,2039.7293233082708,37175.0,1512.0,2458.0,32.2,0.48793544048419635,3.5,66.2,23.54595071393131,24.684725621727313,107,1,3.4719664525503626,3.2061846564668492,-0.7175721759703864,3.1589538614715886,7.620572393382067,3.1589538614715886,1512.0,3.2061846564668492
Landsmeer,5117.459677419355,11705.0,522.0,2244.0,41.8,0.41990602306706537,3.1,73.2,14.933875890132247,9.330804439122392,0,0,3.7328963395307104,2.2333212318415394,-0.8677243473437442,2.70363218202134,8.54041343815303,0.0,0.0,0.0
Lansingerland,4045.2846153846153,64754.0,1216.0,5327.0,43.4,0.38399172251907215,2.9,77.8,17.87251156243716,9.164852121403976,0,0,3.770459441106359,2.2153757460173575,-0.9571342825666591,2.883263865598773,8.305307189287893,0.0,0.0,0.0
Laren,6690.656050955414,11712.0,944.0,1241.0,62.9,0.46738387978142076,3.1,70.0,19.473876507124587,18.489268366046154,0,0,4.141546163706395,2.917190475446124,-0.7606043466004684,2.9690739011132568,8.808467212732124,0.0,0.0,0.0
Leeuwarden,2585.3596491228072,127073.0,535.0,23755.0,30.3,0.5090302424590589,4.5,71.8,36.65976130109455,51.5456328580242,547,1,3.4111477125153233,3.942467490250146,-0.6752478487564474,3.6016797312363664,7.857619906519424,3.6016797312363664,535.0,3.942467490250146
Leiden,4833.159574468085,127089.0,5816.0,2185.0,32.2,0.49255246323442625,4.1,74.3,59.36291894309722,15.691292132021692,670,1,3.4719664525503626,2.7531059172113905,-0.708154299709447,4.083669771219842,8.483255688984285,4.083669771219842,5816.0,2.7531059172113905
Leiderdorp,4108.696428571428,27657.0,2406.0,1150.0,38.4,0.45919658675922914,3.1,74.6,42.38582677165355,19.011545225523534,0,0,3.648057459593681,2.94504643807452,-0.7782768670200213,3.746814032102366,8.32086108651714,0.0,0.0,0.0
Leidschendam-Voorburg,4297.5192307692305,77753.0,2384.0,3261.0,39.0,0.4847401386441681,3.5,72.2,61.49376492438312,8.609122161053154,491,1,3.6635616461296463,2.152822357498844,-0.7241423282449125,4.1189357863294696,8.365793212120575,4.1189357863294696,2384.0,2.152822357498844
Lelystad,2954.095238095238,83033.0,363.0,22900.0,33.2,0.4222176724916599,3.8,71.4,19.305151463289405,40.40939925778187,173,1,3.502549875922443,3.699062412802742,-0.8622342863395849,2.9603719754916584,7.99094770295592,2.9603719754916584,363.0,3.699062412802742
Leudal,2176.873493975904,36141.0,222.0,16251.0,36.4,0.4513433496582828,2.9,71.7,12.205738106915154,35.70986550021064,0,0,3.5945687746426946,3.5754269951531885,-0.7955269216806714,2.5019061777979967,7.685644949291558,0.0,0.0,0.0
Leusden,3630.453125,31467.0,538.0,5851.0,40.7,0.4333746464550164,2.9,74.7,20.378382342157366,20.34704811864935,0,0,3.706228092448549,3.0129358457723976,-0.8361526907718797,3.0144746498727613,8.197112747292245,0.0,0.0,0.0
Lingewaard,3109.8333333333335,47220.0,762.0,6196.0,36.4,0.43032613299449385,2.7,75.3,17.52952755905512,60.06150959356492,0,0,3.5945687746426946,4.095369196997302,-0.8432119089470858,2.8638867481452803,8.042324413169194,0.0,0.0,0.0
Lisse,3797.85593220339,23390.0,1490.0,1570.0,37.5,0.44848225737494657,2.9,75.4,31.544327931363203,26.40923803018292,0,0,3.624340932976365,3.273713874328378,-0.8018861581878818,3.4513937925193603,8.242191958110222,0.0,0.0,0.0
Lochem,3087.814814814815,34314.0,161.0,21305.0,39.7,0.45013697033280875,2.9,71.8,16.547973585394278,84.30907647516604,60,1,3.681351187693145,4.434489527956502,-0.798203364014162,2.8062636523563076,8.035218940050717,2.8062636523563076,161.0,4.434489527956502
Loon op Zand,3139.287878787879,23797.0,477.0,4992.0,36.4,0.44190444173635335,2.7,74.8,17.506656523392923,37.567502801266365,0,0,3.5945687746426946,3.626139389483959,-0.8166616154446042,2.8625811813713975,8.051751262986572,0.0,0.0,0.0
Lopik,3266.0652173913045,14704.0,195.0,7556.0,39.4,0.3998231773667029,2.7,76.9,15.002551454328966,16.838153867676933,0,0,3.673765816303888,2.823647374994455,-0.9167328861932134,2.7082202835926275,8.091341241913803,0.0,0.0,0.0
Losser,2238.8246753246754,23362.0,237.0,9874.0,34.6,0.43091344919099395,2.9,72.1,15.853779676169664,106.0220738305758,0,0,3.543853682063679,4.6636473161170375,-0.8418480229862181,2.7634079372684224,7.713706308630879,0.0,0.0,0.0
Maasdriel,3115.5486111111113,26020.0,395.0,6588.0,37.3,0.3988086087624904,2.8,75.4,8.807940637949311,37.03676915824194,0,0,3.6189933266497696,3.611911180224184,-0.9192736544612178,2.1756536598369633,8.044160534851192,0.0,0.0,0.0
Maasgouw,2110.865030674847,24305.0,532.0,4570.0,36.4,0.4633614482616746,2.9,69.7,13.532232285562069,37.06597648963185,0,0,3.5945687746426946,3.6126994730909874,-0.769247863664992,2.6050744164201194,7.654853109601021,0.0,0.0,0.0
Maashorst,2793.7379310344827,58934.0,429.0,13733.0,36.4,0.4413750975667696,3.0,74.4,23.031677687221283,32.19442196176123,0,0,3.5945687746426946,3.4717932065429356,-0.8178602036817398,3.1368705590829737,7.935135738364891,0.0,0.0,0.0
Maassluis,3473.862385321101,35303.0,4180.0,844.0,34.7,0.4547772144010424,3.6,71.9,48.44596698847711,15.548493353187736,0,0,3.546739686952814,2.743963743460816,-0.7879476186223763,3.88044909418017,8.153022333270648,0.0,0.0,0.0
Maastricht,3344.1696428571427,122734.0,2200.0,5579.0,29.5,0.5245653201231932,4.4,66.1,50.304432916032425,0.6164037956527111,555,1,3.3843902633457743,-0.48385301777980916,-0.6451853210101974,3.9180932027659017,8.114973703437323,3.9180932027659017,2200.0,-0.48385301777980916
Medemblik,2822.9861111111113,46031.0,380.0,12123.0,35.8,0.42262822880232886,3.0,73.5,13.745245193790481,41.41364435812154,0,0,3.5779478934066544,3.7236104004014012,-0.8612623781078993,2.620692960220594,7.945550508337423,0.0,0.0,0.0
Meerssen,2347.0509554140126,18600.0,696.0,2673.0,37.3,0.4668817204301075,2.9,70.9,17.549516351911564,7.323061707139514,160,1,3.6189933266497696,1.9910285065270454,-0.7616793287031102,2.865026391236501,7.760914906486251,2.865026391236501,696.0,1.9910285065270454
Meierijstad,2923.6711409395975,83715.0,455.0,18400.0,37.3,0.42713970017320674,2.8,75.2,18.043514737960738,19.055242451196378,0,0,3.6189933266497696,2.947342258002231,-0.8506441525788782,2.8927863259214255,7.9805953456456615,0.0,0.0,0.0
Meppel,3156.535087719298,35464.0,639.0,5550.0,33.8,0.4621588089330025,3.2,74.5,26.55887736424649,61.370723533515,202,1,3.520460802488973,4.116932906025413,-0.7718467046870141,3.2793640558025134,8.057230213766585,3.2793640558025134,639.0,4.116932906025413
Middelburg,3003.008695652174,49956.0,1033.0,4838.0,33.7,0.4895908399391464,3.0,73.0,31.167716084716655,73.96071873492178,184,1,3.517497837358316,4.303534124358696,-0.7141852572336606,3.43938281822705,8.007369963634208,3.43938281822705,1033.0,4.303534124358696
Midden-Delfland,3749.3283582089553,19472.0,413.0,4719.0,42.1,0.4138249794576828,2.6,77.0,23.25639116406056,11.766017664786911,0,0,3.7400477406883357,2.465215517782877,-0.8823121494760159,3.1465799830351666,8.229331998445723,0.0,0.0,0.0
Midden-Drenthe,2339.5320512820513,33987.0,100.0,34062.0,35.2,0.43263600788536793,2.8,72.4,11.853917301414581,39.24319319445696,72,1,3.5610460826040513,3.6697780073918436,-0.83785853294613,2.472658386912644,7.7577062102688705,2.472658386912644,100.0,3.6697780073918436
Midden-Groningen,2132.715277777778,61554.0,221.0,27795.0,31.7,0.4644214835753972,3.6,70.1,20.995557421205444,16.32544444110127,503,1,3.456316680883235,2.792724899361669,-0.7669627692994699,3.044310863972106,7.665151225162911,3.044310863972106,221.0,2.792724899361669
Moerdijk,2821.2406015037595,37711.0,237.0,15917.0,36.3,0.44504256052610647,2.9,74.2,13.757969373771079,29.84732100701779,206,1,3.591817741270805,3.396095087302356,-0.8095853597575662,2.621618247034408,7.944931996802762,2.621618247034408,237.0,3.396095087302356
Molenlanden,2934.0072463768115,45158.0,249.0,18157.0,39.6,0.3953230878249701,2.6,77.1,12.24512659645978,25.689880614596568,62,1,3.6788291182604347,3.2460971639563256,-0.9280519045541126,2.505128028975415,7.984124428494291,2.505128028975415,249.0,3.2460971639563256
Montferland,2450.404109589041,36882.0,349.0,10570.0,34.5,0.4399436039260344,2.9,72.1,17.977320350055468,75.52026369644473,107,1,3.5409593240373143,4.324401013574326,-0.8211087331800541,2.8891109829008026,7.804008232626628,2.8891109829008026,349.0,4.324401013574326
Montfoort,3625.030303030303,13929.0,371.0,3758.0,39.8,0.41632565151841483,2.7,77.6,15.537161579582687,13.137722592695617,0,0,3.6838669122903918,2.575487679366526,-0.8762875088115908,2.7432346757199886,8.19561792671047,0.0,0.0,0.0
Mook en Middelaar,2923.275641025641,8043.0,463.0,1739.0,42.1,0.45741638692030334,2.8,71.4,14.297363413971187,47.07049868493396,90,1,3.7400477406883357,3.851646449895573,-0.7821611717992947,2.6600751436210266,7.980460061392424,2.6600751436210266,463.0,3.851646449895573
Neder-Betuwe,2852.152777777778,25448.0,424.0,5999.0,35.3,0.3583385727758566,2.8,76.4,8.729027305625618,37.26235468960243,159,1,3.5638829639392506,3.6179835593549203,-1.0262770054953148,2.166653943898809,7.9558293487452225,2.166653943898809,424.0,3.6179835593549203
Nederweert,2236.925714285714,17499.0,175.0,9990.0,36.0,0.43751071489799415,2.8,73.5,12.343260188087775,25.883815805436857,0,0,3.58351893845611,3.2536179010144246,-0.8266540822889572,2.5131101803490443,7.712857753198782,0.0,0.0,0.0
Nieuwegein,3708.6923076923076,65426.0,2794.0,2342.0,34.9,0.4655030110353682,3.5,73.0,41.348174415550304,6.923263859142889,0,0,3.5524868292083815,1.9348873143803793,-0.7646367138963152,3.7220282709316046,8.218434615755642,0.0,0.0,0.0
Nieuwkoop,3373.7841726618703,29463.0,375.0,7846.0,40.1,0.4013169059498354,2.7,76.3,13.185047361299052,23.362936324363194,0,0,3.6913763343125234,3.1511508488775095,-0.9130038746379009,2.5790834118578845,8.123790293265538,0.0,0.0,0.0
Nijkerk,3679.769230769231,44975.0,649.0,6932.0,38.5,0.4018232351306281,2.7,76.5,16.99867197875166,28.25028837468475,72,1,3.6506582412937387,3.3411036654937916,-0.9117430006708946,2.8331352221078148,8.210605320166582,2.8331352221078148,649.0,3.3411036654937916
Nijmegen,3538.75,182480.0,3456.0,5281.0,30.3,0.46387549320473476,4.0,72.4,45.89594556280125,53.02194110833715,819,1,3.4111477125153233,3.970705811060902,-0.768139096374272,3.8263767811998872,8.17152883642611,3.8263767811998872,3456.0,3.970705811060902
Nissewaard,3193.504761904762,86833.0,1184.0,7331.0,34.5,0.4610459157232849,3.6,71.0,32.18264475196083,16.672649197174273,0,0,3.5409593240373143,2.813769604182697,-0.7742576406778365,3.4714273243885296,8.068874264124615,0.0,0.0,0.0
Noardeast-Fryslân,1755.3522012578617,45812.0,121.0,37922.0,31.7,0.4576311883349341,3.3,72.5,11.3093250655855,38.467072015058854,0,0,3.456316680883235,3.649802603003545,-0.7816916849127438,2.425627612448634,7.470424800242944,0.0,0.0,0.0
Noord-Beveland,2476.4094488188975,7857.0,91.0,8600.0,37.0,0.6027745959017436,2.7,69.7,9.881756756756758,62.22222062161065,0,0,3.6109179126442243,4.130712180668861,-0.50621195661198,2.2906903053418968,7.814564987184114,0.0,0.0,0.0
Noordenveld,2688.374149659864,31591.0,159.0,19901.0,36.0,0.47247633819758794,2.9,71.7,14.344097547902987,16.088733058381163,0,0,3.58351893845611,2.778119216970635,-0.7497676111909817,2.663338536886441,7.896691884538447,0.0,0.0,0.0
Noordoostpolder,2055.7888198757764,49729.0,109.0,45809.0,34.3,0.4173621025960707,3.2,75.2,13.476270778125754,69.88376707216209,0,0,3.5351453541718945,4.246833391542739,-0.8738010824330984,2.600930418702912,7.628414907231402,0.0,0.0,0.0
Noordwijk,4650.25,45179.0,774.0,5834.0,40.1,0.4594391199451072,2.9,75.1,34.7304523775112,25.553846872551084,0,0,3.6913763343125234,3.240787867842775,-0.7777488379226475,3.5476168922257494,8.44467626057706,0.0,0.0,0.0
"Nuenen, Gerwen en Nederwetten",3361.8940397350993,24015.0,714.0,3365.0,41.3,0.4443889235894233,2.8,74.0,13.783733133433284,8.796026940638091,0,0,3.7208624999669873,2.174300135516166,-0.8110551459435198,2.623489138434124,8.120259796438901,0.0,0.0,0.0
Nunspeet,3482.223880597015,28731.0,223.0,12873.0,36.0,0.3988026869931433,2.7,75.0,17.81288182928958,53.06974515605548,75,1,3.58351893845611,3.9716069947942714,-0.9192885032212058,2.879921893829413,8.155426414814048,2.879921893829413,223.0,3.9716069947942714
Oegstgeest,4301.457364341085,25746.0,3530.0,729.0,47.1,0.4327274139672182,3.1,75.4,34.82631720671394,17.468628875579885,0,0,3.852273001022372,2.860406636554154,-0.8376472781602632,3.550373342546094,8.366709166200373,0.0,0.0,0.0
Oirschot,2801.314465408805,19217.0,189.0,10179.0,39.6,0.4298277566737784,2.6,75.1,16.46489104116223,14.286342052252412,0,0,3.6788291182604347,2.6593039796249527,-0.8443707164174034,2.801230298203165,7.937844037936928,0.0,0.0,0.0
Oisterwijk,3656.4333333333334,32941.0,411.0,8011.0,41.6,0.43523268874654686,2.7,74.4,19.292739066750368,23.627736071552523,62,1,3.7281001672672174,3.1624212792265385,-0.8318744742516413,2.959728810966527,8.204243452173218,2.959728810966527,411.0,3.1624212792265385
Oldambt,1818.9109589041095,39044.0,172.0,22657.0,30.7,0.48593894068230714,3.6,68.1,18.58430401096295,32.685131923274625,193,1,3.4242626545931514,3.4869202932589225,-0.7216722994307221,2.9223173540817733,7.505993226745022,2.9223173540817733,172.0,3.4869202932589225
Oldebroek,2892.3571428571427,24264.0,248.0,9766.0,34.9,0.3954418067919552,2.6,75.3,15.101615424700366,68.80970183488174,72,1,3.5524868292083815,4.231344750039497,-0.9277516409266168,2.7148017198669736,7.96982706903473,2.7148017198669736,248.0,4.231344750039497
