code,station_name,type,geo_lat,geo_lng,municipality,station_code,traffic_count
UTT,Utrecht Terwijde,local_train_station,52.1000753,5.0439547,Utrecht,UTT,39630.0
UTVR,Utrecht Vaartsche Rijn,interchange_local_train_station,52.078889,5.121667,Utrecht,UTVR,92460.0
UTZL,Utrecht Zuilen,local_train_station,52.103055,5.09,Utrecht,UTZL,34862.0
VK,Valkenburg,,50.869720458984,5.8322219848633,Valkenburg aan de Geul,VK,38302.0
VSV,Varsseveld,local_train_station,51.937257,6.458839,Oude IJsselstreek,VSV,24921.0
VDM,Veendam,interchange_local_train_station,53.10324,6.88475,Veendam,VDM,22800.0
VNDC,Veenendaal Centrum,interchange_local_train_station,52.020000457764,5.548611164093,Veenendaal,VNDC,26755.0
VNDW,Veenendaal West,local_train_station,52.028057098389,5.531388759613,Veenendaal,VNDW,26755.0
KLP,Veenendaal-De Klomp,local_train_station,52.045833587646,5.5738887786865,Ede,KLP,30017.0
VP,Velp,local_train_station,51.994720458984,5.9802780151367,Rheden,VP,23865.0
VL,Venlo,interchange_intercity_station,51.363609313965,6.1727776527405,Venlo,VL,77080.0
VRY,Venray,interchange_local_train_station,51.526568099007,6.0141777992248,Venray,VRY,33172.0
VLB,Vierlingsbeek,local_train_station,51.59193,5.99714,Land van Cuijk,VLB,33167.0
VTN,Vleuten,local_train_station,52.103056,5.007404,Utrecht,VTN,39631.0
VS,Vlissingen,interchange_intercity_station,51.445835113525,3.5952777862549,Vlissingen,VS,37519.0
VSS,Vlissingen Souburg,local_train_station,51.464721679688,3.5952777862549,Vlissingen,VSS,28819.0
VDL,Voerendaal,local_train_station,50.887222290039,5.9302778244019,Voerendaal,VDL,26640.0
VB,Voorburg,local_train_station,52.066665649414,4.3594446182251,Leidschendam-Voorburg,VB,34340.0
VH,Voorhout,local_train_station,52.224445343018,4.4844446182251,Teylingen,VH,29400.0
VST,Voorschoten,local_train_station,52.1252784729,4.4324998855591,Voorschoten,VST,47490.0
VEM,Voorst-Empe,local_train_station,52.157501220703,6.1436109542847,Brummen,VEM,20403.0
VD,Vorden,local_train_station,52.1071949,6.3170457,Bronckhorst,VD,22909.0
VZ,Vriezenveen,local_train_station,52.40203,6.60041,Twenterand,VZ,17777.0
VHP,Vroomshoop,local_train_station,52.4571921,6.5696679,Twenterand,VHP,17777.0
VG,Vught,local_train_station,51.655555725098,5.2919445037842,Vught,VG,23333.0
WAD,Waddinxveen,local_train_station,52.044166564941,4.6497220993042,Waddinxveen,WAD,40042.0
WADN,Waddinxveen Noord,local_train_station,52.055000305176,4.6483335494995,Waddinxveen,WADN,40039.0
WADT,Waddinxveen Triangel,local_train_station,52.02725,4.6491,Waddinxveen,WADT,40041.0
WFM,Warffum,local_train_station,53.3908431,6.5671364,Het Hogeland,WFM,24368.0
WT,Weert,intercity_station,51.248611450195,5.7036108970642,Weert,WT,72167.0
WP,Weesp,interchange_local_train_station,52.3127784729,5.0430555343628,Amsterdam,WP,102945.0
WL,Wehl,local_train_station,51.9578065,6.213844,Doetinchem,WL,39190.0
WTV,Westervoort,local_train_station,51.96286,5.9695,Westervoort,WTV,39226.0
WZ,Wezep,local_train_station,52.454166412354,6.0025000572205,Oldebroek,WZ,26366.0
WDN,Wierden,interchange_local_train_station,52.361389160156,6.5916666984558,Wierden,WDN,48660.0
WC,Wijchen,local_train_station,51.811668395996,5.730833530426,Wijchen,WC,41569.0
WH,Wijhe,intercity_station,52.390277862549,6.1405553817749,Olst-Wijhe,WH,27637.0
WS,Winschoten,interchange_local_train_station,53.1392377,7.035101,Oldambt,WS,27909.0
WSM,Winsum,local_train_station,53.3300994,6.5202905,Het Hogeland,WSM,24370.0
WW,Winterswijk,interchange_local_train_station,51.9677307,6.7155181,Winterswijk,WW,47828.0
WWW,Winterswijk West,local_train_station,51.97453,6.70417,Winterswijk,WWW,22908.0
WD,Woerden,interchange_local_train_station,52.084999084473,4.8936109542847,Woerden,WD,101724.0
WF,Wolfheze,local_train_station,52.005554199219,5.7936110496521,Renkum,WF,22505.0
WV,Wolvega,local_train_station,52.880832672119,6.0036110877991,Weststellingwerf,WV,21844.0
WK,Workum,local_train_station,52.9724864,5.4564285,Súdwest-Fryslân,WK,16215.0
WM,Wormerveer,local_train_station,52.489166259766,4.7922220230103,Zaanstad,WM,36436.0
ZD,Zaandam,interchange_intercity_station,52.438888549805,4.8136110305786,Zaanstad,ZD,106205.0
ZDK,Zaandam Kogerveld,local_train_station,52.456665039062,4.8202776908875,Zaanstad,ZDK,23563.0
ZZS,Zaandijk Zaanse Schans,interchange_local_train_station,52.469165802002,4.8049998283386,Zaanstad,ZZS,36409.0
ZBM,Zaltbommel,local_train_station,51.80888748169,5.2633333206177,Zaltbommel,ZBM,33667.0
ZVT,Zandvoort aan Zee,local_train_station,52.3752784729,4.5327777862549,Zandvoort,ZVT,32903.0
ZA,Zetten-Andelst,local_train_station,51.920056,5.7228408,Overbetuwe,ZA,19389.0
ZV,Zevenaar,interchange_local_train_station,51.923053741455,6.0719442367554,Zevenaar,ZV,54366.0
ZVB,Zevenbergen,local_train_station,51.64042,4.60904,Moerdijk,ZVB,24227.0
ZTM,Zoetermeer,interchange_local_train_station,52.047500610352,4.4772224426269,Zoetermeer,ZTM,33609.0
ZTMO,Zoetermeer Oost,local_train_station,52.046390533447,4.4927778244019,Zoetermeer,ZTMO,34132.0
ZB,Zuidbroek,interchange_local_train_station,53.159612280006,6.8679141998291,Midden-Groningen,ZB,46048.0
ZH,Zuidhorn,local_train_station,53.2486292,6.4062361,Westerkwartier,ZH,31257.0
ZP,Zutphen,interchange_intercity_station,52.145278930664,6.1941666603088,Zutphen,ZP,116360.0
ZWD,Zwijndrecht,local_train_station,51.814998626709,4.6416668891907,Zwijndrecht,ZWD,45940.0
ZL,Zwolle,interchange_intercity_station,52.504722595215,6.0919442176819,Zwolle,ZL,260114.0
ZLSH,Zwolle Stadshagen,local_train_station,52.52764,6.05146,Zwolle,ZLSH,25304.0
